# xI, xA, R0
0.000000000000000000e+00,0.000000000000000000e+00,2.295826255168694097e+00
0.000000000000000000e+00,9.898989898989898548e-03,2.286509336772116541e+00
0.000000000000000000e+00,1.979797979797979710e-02,2.277192700320594287e+00
0.000000000000000000e+00,2.969696969696969391e-02,2.267876349274827952e+00
0.000000000000000000e+00,3.959595959595959419e-02,2.258560287152194590e+00
0.000000000000000000e+00,4.949494949494949447e-02,2.249244517527992038e+00
0.000000000000000000e+00,5.939393939393938782e-02,2.239929044036554018e+00
0.000000000000000000e+00,6.929292929292929504e-02,2.230613870372514462e+00
0.000000000000000000e+00,7.919191919191918838e-02,2.221299000292054071e+00
0.000000000000000000e+00,8.909090909090908172e-02,2.211984437614182397e+00
0.000000000000000000e+00,9.898989898989898895e-02,2.202670186222038140e+00
0.000000000000000000e+00,1.088888888888888823e-01,2.193356250064265822e+00
0.000000000000000000e+00,1.187878787878787756e-01,2.184042633156372037e+00
0.000000000000000000e+00,1.286868686868686829e-01,2.174729339582163412e+00
0.000000000000000000e+00,1.385858585858585901e-01,2.165416373495176572e+00
0.000000000000000000e+00,1.484848484848484695e-01,2.156103739120199148e+00
0.000000000000000000e+00,1.583838383838383768e-01,2.146791440754775682e+00
0.000000000000000000e+00,1.682828282828282840e-01,2.137479482770775707e+00
0.000000000000000000e+00,1.781818181818181634e-01,2.128167869616044872e+00
0.000000000000000000e+00,1.880808080808080707e-01,2.118856605815987670e+00
0.000000000000000000e+00,1.979797979797979779e-01,2.109545695975311830e+00
0.000000000000000000e+00,2.078787878787878574e-01,2.100235144779757146e+00
0.000000000000000000e+00,2.177777777777777646e-01,2.090924956997866069e+00
0.000000000000000000e+00,2.276767676767676718e-01,2.081615137482840883e+00
0.000000000000000000e+00,2.375757575757575513e-01,2.072305691174396447e+00
0.000000000000000000e+00,2.474747474747474585e-01,2.062996623100712856e+00
0.000000000000000000e+00,2.573737373737373657e-01,2.053687938380400091e+00
0.000000000000000000e+00,2.672727272727272729e-01,2.044379642224563920e+00
0.000000000000000000e+00,2.771717171717171802e-01,2.035071739938861146e+00
0.000000000000000000e+00,2.870707070707070319e-01,2.025764236925668982e+00
0.000000000000000000e+00,2.969696969696969391e-01,2.016457138686283734e+00
0.000000000000000000e+00,3.068686868686868463e-01,2.007150450823198540e+00
0.000000000000000000e+00,3.167676767676767535e-01,1.997844179042425949e+00
0.000000000000000000e+00,3.266666666666666607e-01,1.988538329155889350e+00
0.000000000000000000e+00,3.365656565656565680e-01,1.979232907083886328e+00
0.000000000000000000e+00,3.464646464646464752e-01,1.969927918857627080e+00
0.000000000000000000e+00,3.563636363636363269e-01,1.960623370621815464e+00
0.000000000000000000e+00,3.662626262626262341e-01,1.951319268637350612e+00
0.000000000000000000e+00,3.761616161616161413e-01,1.942015619284044980e+00
0.000000000000000000e+00,3.860606060606060486e-01,1.932712429063487170e+00
0.000000000000000000e+00,3.959595959595959558e-01,1.923409704601902526e+00
0.000000000000000000e+00,4.058585858585858630e-01,1.914107452653201813e+00
0.000000000000000000e+00,4.157575757575757147e-01,1.904805680102018339e+00
0.000000000000000000e+00,4.256565656565656219e-01,1.895504393966897183e+00
0.000000000000000000e+00,4.355555555555555292e-01,1.886203601403538821e+00
0.000000000000000000e+00,4.454545454545454364e-01,1.876903309708172429e+00
0.000000000000000000e+00,4.553535353535353436e-01,1.867603526320989804e+00
0.000000000000000000e+00,4.652525252525252508e-01,1.858304258829729827e+00
0.000000000000000000e+00,4.751515151515151025e-01,1.849005514973292463e+00
0.000000000000000000e+00,4.850505050505050098e-01,1.839707302645577025e+00
0.000000000000000000e+00,4.949494949494949170e-01,1.830409629899302448e+00
0.000000000000000000e+00,5.048484848484848797e-01,1.821112504950047395e+00
0.000000000000000000e+00,5.147474747474747314e-01,1.811815936180346753e+00
