# x, r_0
0.000000000000000000e+00,9.316967260246775684e-01
9.898989898989898548e-03,9.302972685366259764e-01
1.979797979797979710e-02,9.288981981166428703e-01
2.969696969696969391e-02,9.274995146977936811e-01
3.959595959595959419e-02,9.261012182204413357e-01
4.949494949494949447e-02,9.247033086322655748e-01
5.939393939393938782e-02,9.233057858882838254e-01
6.929292929292929504e-02,9.219086499508586385e-01
7.919191919191918838e-02,9.205119007897387684e-01
8.909090909090908172e-02,9.191155383820674984e-01
9.898989898989898895e-02,9.177195627123835298e-01
1.088888888888888823e-01,9.163239737726850409e-01
1.187878787878787756e-01,9.149287715624039308e-01
1.286868686868686829e-01,9.135339560884592203e-01
1.385858585858585901e-01,9.121395273652601610e-01
1.484848484848484695e-01,9.107454854147276624e-01
1.583838383838383768e-01,9.093518302663353703e-01
1.682828282828282840e-01,9.079585619571021171e-01
1.781818181818181634e-01,9.065656805316324451e-01
1.880808080808080707e-01,9.051731860421350362e-01
1.979797979797979779e-01,9.037810785484410303e-01
2.078787878787878574e-01,9.023893581180342238e-01
2.177777777777777646e-01,9.009980248260606173e-01
2.276767676767676718e-01,8.996070787553678283e-01
2.375757575757575513e-01,8.982165199965093105e-01
2.474747474747474585e-01,8.968263486477936475e-01
2.573737373737373657e-01,8.954365648152760038e-01
2.672727272727272729e-01,8.940471686128076412e-01
2.771717171717171802e-01,8.926581601620562356e-01
2.870707070707070319e-01,8.912695395925125386e-01
2.969696969696969391e-01,8.898813070415376725e-01
3.068686868686868463e-01,8.884934626543828928e-01
3.167676767676767535e-01,8.871060065841958053e-01
3.266666666666666607e-01,8.857189389920717693e-01
3.365656565656565680e-01,8.843322600470682193e-01
3.464646464646464752e-01,8.829459699262276473e-01
3.563636363636363269e-01,8.815600688146111308e-01
3.662626262626262341e-01,8.801745569053167628e-01
3.761616161616161413e-01,8.787894343995211743e-01
3.860606060606060486e-01,8.774047015064887489e-01
3.959595959595959558e-01,8.760203584436097035e-01
4.058585858585858630e-01,8.746364054364260676e-01
4.157575757575757147e-01,8.732528427186639908e-01
4.256565656565656219e-01,8.718696705322535045e-01
4.355555555555555292e-01,8.704868891273622733e-01
4.454545454545454364e-01,8.691044987624312324e-01
4.553535353535353436e-01,8.677224997041852461e-01
4.652525252525252508e-01,8.663408922276876201e-01
4.751515151515151025e-01,8.649596766163529793e-01
4.850505050505050098e-01,8.635788531619774666e-01
4.949494949494949170e-01,8.621984221647830404e-01
5.048484848484848797e-01,8.608183839334346832e-01
5.147474747474747314e-01,8.594387387850752624e-01
5.246464646464645831e-01,8.580594870453646106e-01
5.345454545454545459e-01,8.566806290485022846e-01
5.444444444444443976e-01,8.553021651372699763e-01
5.543434343434343603e-01,8.539240956630473889e-01
5.642424242424242120e-01,8.525464209858664155e-01
5.741414141414140637e-01,8.511691414744280149e-01
5.840404040404040265e-01,8.497922575061482853e-01
5.939393939393938782e-01,8.484157694671823347e-01
6.038383838383838409e-01,8.470396777524633602e-01
6.137373737373736926e-01,8.456639827657436159e-01
6.236363636363636553e-01,8.442886849196149512e-01
6.335353535353535070e-01,8.429137846355583275e-01
6.434343434343433588e-01,8.415392823439776793e-01
6.533333333333333215e-01,8.401651784842268933e-01
6.632323232323231732e-01,8.387914735046595460e-01
6.731313131313131359e-01,8.374181678626539949e-01
6.830303030303029876e-01,8.360452620246636712e-01
6.929292929292929504e-01,8.346727564662386190e-01
7.028282828282828021e-01,8.333006516720858903e-01
7.127272727272726538e-01,8.319289481360881977e-01
7.226262626262626165e-01,8.305576463613462135e-01
7.325252525252524682e-01,8.291867468602356350e-01
7.424242424242424310e-01,8.278162501544212848e-01
7.523232323232322827e-01,8.264461567749203930e-01
7.622222222222221344e-01,8.250764672621266893e-01
7.721212121212120971e-01,8.237071821658640269e-01
7.820202020202019488e-01,8.223383020454189118e-01
7.919191919191919116e-01,8.209698274695861331e-01
8.018181818181817633e-01,8.196017590167128386e-01
8.117171717171717260e-01,8.182340972747390584e-01
8.216161616161615777e-01,8.168668428412411142e-01
8.315151515151514294e-01,8.154999963234801363e-01
8.414141414141413922e-01,8.141335583384354813e-01
8.513131313131312439e-01,8.127675295128682365e-01
8.612121212121212066e-01,8.114019104833405382e-01
8.711111111111110583e-01,8.100367018962804089e-01
8.810101010101010210e-01,8.086719044080323826e-01
8.909090909090908728e-01,8.073075186848793772e-01
9.008080808080807245e-01,8.059435454031128598e-01
9.107070707070706872e-01,8.045799852490719273e-01
9.206060606060605389e-01,8.032168389191882696e-01
9.305050505050505016e-01,8.018541071200409043e-01
9.404040404040403534e-01,8.004917905684035828e-01
9.503030303030302051e-01,7.991298899912828713e-01
9.602020202020201678e-01,7.977684061259890935e-01
9.701010101010100195e-01,7.964073397201689719e-01
9.799999999999999822e-01,7.950466915318663563e-01
