# x, r_0
0.000000000000000000e+00,1.363722720680253353e+00
9.898989898989898548e-03,1.361752775917355329e+00
1.979797979797979710e-02,1.359783068920209503e+00
2.969696969696969391e-02,1.357813600647959751e+00
3.959595959595959419e-02,1.355844372065126091e+00
4.949494949494949447e-02,1.353875384141684179e+00
5.939393939393938782e-02,1.351906637853067750e+00
6.929292929292929504e-02,1.349938134180236560e+00
7.919191919191918838e-02,1.347969874109684607e+00
8.909090909090908172e-02,1.346001858633507853e+00
9.898989898989898895e-02,1.344034088749417100e+00
1.088888888888888823e-01,1.342066565460790617e+00
1.187878787878787756e-01,1.340099289776719438e+00
1.286868686868686829e-01,1.338132262712028009e+00
1.385858585858585901e-01,1.336165485287337917e+00
1.484848484848484695e-01,1.334198958529075218e+00
1.583838383838383768e-01,1.332232683469553702e+00
1.682828282828282840e-01,1.330266661146976448e+00
1.781818181818181634e-01,1.328300892605502659e+00
1.880808080808080707e-01,1.326335378895279637e+00
1.979797979797979779e-01,1.324370121072480089e+00
2.078787878787878574e-01,1.322405120199358075e+00
2.177777777777777646e-01,1.320440377344277216e+00
2.276767676767676718e-01,1.318475893581756653e+00
2.375757575757575513e-01,1.316511669992531663e+00
2.474747474747474585e-01,1.314547707663561882e+00
2.573737373737373657e-01,1.312584007688115895e+00
2.672727272727272729e-01,1.310620571165788117e+00
2.771717171717171802e-01,1.308657399202543647e+00
2.870707070707070319e-01,1.306694492910788430e+00
2.969696969696969391e-01,1.304731853409380360e+00
3.068686868686868463e-01,1.302769481823702113e+00
3.167676767676767535e-01,1.300807379285692900e+00
3.266666666666666607e-01,1.298845546933899753e+00
3.365656565656565680e-01,1.296883985913522386e+00
3.464646464646464752e-01,1.294922697376472698e+00
3.563636363636363269e-01,1.292961682481392538e+00
3.662626262626262341e-01,1.291000942393737638e+00
3.761616161616161413e-01,1.289040478285799374e+00
3.860606060606060486e-01,1.287080291336764937e+00
3.959595959595959558e-01,1.285120382732771516e+00
4.058585858585858630e-01,1.283160753666944931e+00
4.157575757575757147e-01,1.281201405339447152e+00
4.256565656565656219e-01,1.279242338957548242e+00
4.355555555555555292e-01,1.277283555735650111e+00
4.454545454545454364e-01,1.275325056895351583e+00
4.553535353535353436e-01,1.273366843665512338e+00
4.652525252525252508e-01,1.271408917282271345e+00
4.751515151515151025e-01,1.269451278989135012e+00
4.850505050505050098e-01,1.267493930037001615e+00
4.949494949494949170e-01,1.265536871684239228e+00
5.048484848484848797e-01,1.263580105196721481e+00
5.147474747474747314e-01,1.261623631847887728e+00
5.246464646464645831e-01,1.259667452918811659e+00
5.345454545454545459e-01,1.257711569698211740e+00
5.444444444444443976e-01,1.255755983482569560e+00
5.543434343434343603e-01,1.253800695576138491e+00
5.642424242424242120e-01,1.251845707291019849e+00
5.741414141414140637e-01,1.249891019947212634e+00
5.840404040404040265e-01,1.247936634872678807e+00
5.939393939393938782e-01,1.245982553403398807e+00
6.038383838383838409e-01,1.244028776883413512e+00
6.137373737373736926e-01,1.242075306664911727e+00
6.236363636363636553e-01,1.240122144108273039e+00
6.335353535353535070e-01,1.238169290582122883e+00
6.434343434343433588e-01,1.236216747463408039e+00
6.533333333333333215e-01,1.234264516137437706e+00
6.632323232323231732e-01,1.232312597997965220e+00
6.731313131313131359e-01,1.230360994447238454e+00
6.830303030303029876e-01,1.228409706896067322e+00
6.929292929292929504e-01,1.226458736763875512e+00
7.028282828282828021e-01,1.224508085478778874e+00
7.127272727272726538e-01,1.222557754477641812e+00
7.226262626262626165e-01,1.220607745206136796e+00
7.325252525252524682e-01,1.218658059118821191e+00
7.424242424242424310e-01,1.216708697679196538e+00
7.523232323232322827e-01,1.214759662359766290e+00
7.622222222222221344e-01,1.212810954642121297e+00
7.721212121212120971e-01,1.210862576016984660e+00
7.820202020202019488e-01,1.208914527984299214e+00
7.919191919191919116e-01,1.206966812053284155e+00
8.018181818181817633e-01,1.205019429742513193e+00
8.117171717171717260e-01,1.203072382579960964e+00
8.216161616161615777e-01,1.201125672103107611e+00
8.315151515151514294e-01,1.199179299858980974e+00
8.414141414141413922e-01,1.197233267404250068e+00
8.513131313131312439e-01,1.195287576305262833e+00
8.612121212121212066e-01,1.193342228138164041e+00
8.711111111111110583e-01,1.191397224488930817e+00
8.810101010101010210e-01,1.189452566953464574e+00
8.909090909090908728e-01,1.187508257137658951e+00
9.008080808080807245e-01,1.185564296657474426e+00
9.107070707070706872e-01,1.183620687139019578e+00
9.206060606060605389e-01,1.181677430218618152e+00
9.305050505050505016e-01,1.179734527542894096e+00
9.404040404040403534e-01,1.177791980768840396e+00
9.503030303030302051e-01,1.175849791563906122e+00
9.602020202020201678e-01,1.173907961606073025e+00
9.701010101010100195e-01,1.171966492583922159e+00
9.799999999999999822e-01,1.170025386196728912e+00
