S,E,I,R,N,A,C,D,H,L,Qi,Qa,S_0,E_0,I_0,R_0,N_0,A_0,C_0,D_0,H_0,L_0,Qi_0,Qa_0,S_1,E_1,I_1,R_1,N_1,A_1,C_1,D_1,H_1,L_1,Qi_1,Qa_1,S_2,E_2,I_2,R_2,N_2,A_2,C_2,D_2,H_2,L_2,Qi_2,Qa_2,S_3,E_3,I_3,R_3,N_3,A_3,C_3,D_3,H_3,L_3,Qi_3,Qa_3,S_4,E_4,I_4,R_4,N_4,A_4,C_4,D_4,H_4,L_4,Qi_4,Qa_4,S_5,E_5,I_5,R_5,N_5,A_5,C_5,D_5,H_5,L_5,Qi_5,Qa_5,S_6,E_6,I_6,R_6,N_6,A_6,C_6,D_6,H_6,L_6,Qi_6,Qa_6,S_7,E_7,I_7,R_7,N_7,A_7,C_7,D_7,H_7,L_7,Qi_7,Qa_7,S_8,E_8,I_8,R_8,N_8,A_8,C_8,D_8,H_8,L_8,Qi_8,Qa_8,S_9,E_9,I_9,R_9,N_9,A_9,C_9,D_9,H_9,L_9,Qi_9,Qa_9,S_10,E_10,I_10,R_10,N_10,A_10,C_10,D_10,H_10,L_10,Qi_10,Qa_10,S_11,E_11,I_11,R_11,N_11,A_11,C_11,D_11,H_11,L_11,Qi_11,Qa_11,S_12,E_12,I_12,R_12,N_12,A_12,C_12,D_12,H_12,L_12,Qi_12,Qa_12,S_13,E_13,I_13,R_13,N_13,A_13,C_13,D_13,H_13,L_13,Qi_13,Qa_13,S_14,E_14,I_14,R_14,N_14,A_14,C_14,D_14,H_14,L_14,Qi_14,Qa_14,S_15,E_15,I_15,R_15,N_15,A_15,C_15,D_15,H_15,L_15,Qi_15,Qa_15,Ri,Ri_0,Ri_1,Ri_2,Ri_3,Ri_4,Ri_5,Ri_6,Ri_7,Ri_8,Ri_9,Ri_10,Ri_11,Ri_12,Ri_13,Ri_14,Ri_15,
9999975.896388,8.831394,1.018607,5.294884,9999992.974767,2.324964,0.025233,0.000000,0.143949,0.047978,0.159492,0.305089,708999.777597,0.069602,0.001529,0.095784,709000.000000,0.046262,0.000000,0.000000,0.000000,0.000000,0.000295,0.008931,696999.753409,0.083812,0.001720,0.099816,697000.000000,0.051402,0.000000,0.000000,0.000000,0.000000,0.000319,0.009521,727999.701064,0.110796,0.001894,0.112268,728000.000000,0.062576,0.000000,0.000000,0.000022,0.000007,0.000337,0.011043,787999.490565,0.229598,0.003245,0.153813,788000.000000,0.105873,0.000000,0.000000,0.000031,0.000010,0.000505,0.016370,828998.355246,0.312708,0.004544,0.175864,828998.999999,0.131710,0.000001,0.000000,0.000040,0.000013,0.000668,0.019221,817998.091651,0.477437,0.010010,0.215066,817998.999998,0.180092,0.000002,0.000000,0.000079,0.000026,0.001360,0.024303,828997.861866,0.617274,0.022771,0.252229,828998.999990,0.214311,0.000010,0.000000,0.000581,0.000194,0.003034,0.027925,799998.631489,0.761518,0.044069,0.285904,799999.999982,0.239909,0.000018,0.000000,0.001077,0.000359,0.005696,0.030319,713997.509704,0.845267,0.066376,0.296880,713998.999950,0.241554,0.000050,0.000000,0.001947,0.000649,0.008422,0.029798,636997.627890,0.779997,0.073443,0.271582,636998.999945,0.209801,0.000055,0.000000,0.002145,0.000715,0.009289,0.025799,589997.483643,0.873466,0.090367,0.289404,589998.999756,0.219692,0.000244,0.000000,0.005096,0.001699,0.011539,0.026549,515998.562753,0.826828,0.102102,0.274265,515999.999726,0.191772,0.000274,0.000000,0.005756,0.001918,0.013052,0.023198,421997.752656,0.714345,0.113870,0.239230,421998.998986,0.137741,0.001014,0.000000,0.009373,0.003124,0.015015,0.016755,326997.607746,0.795425,0.234350,2.109297,326999.985154,0.118727,0.014846,0.000000,0.052282,0.017426,0.052859,0.014467,236998.817972,0.688666,0.126278,0.211296,236999.996922,0.089783,0.003078,0.000000,0.033600,0.011199,0.018658,0.010670,358998.871138,0.644655,0.122037,0.212187,358999.994360,0.083758,0.005640,0.000000,0.031920,0.010639,0.018446,0.010219,1.800941,0.003065,0.003233,0.003322,0.004602,0.005899,0.011384,0.024614,0.045008,0.065031,0.071491,0.086723,0.097758,0.111715,1.000382,0.132203,0.134512,
9999973.588400,9.894266,1.134678,6.045182,9999992.970127,2.608999,0.029873,0.000000,0.161243,0.053742,0.180522,0.356836,708999.769615,0.068409,0.001482,0.106023,709000.000000,0.044827,0.000000,0.000000,0.000000,0.000000,0.000309,0.009336,696999.742346,0.083734,0.001694,0.111206,697000.000000,0.050626,0.000000,0.000000,0.000000,0.000000,0.000337,0.010056,727999.684365,0.112636,0.001900,0.126111,728000.000000,0.062795,0.000000,0.000000,0.000023,0.000008,0.000360,0.011810,787999.444476,0.244175,0.003425,0.177369,788000.000000,0.111791,0.000000,0.000000,0.000034,0.000011,0.000560,0.018169,828998.283055,0.341402,0.004922,0.205416,828998.999999,0.142682,0.000001,0.000000,0.000045,0.000015,0.000754,0.021724,817997.970413,0.531584,0.011146,0.256475,817998.999998,0.200546,0.000002,0.000000,0.000091,0.000030,0.001575,0.028167,828997.700523,0.691589,0.025622,0.304022,828998.999987,0.241256,0.000013,0.000000,0.000681,0.000227,0.003551,0.032743,799998.427789,0.857565,0.050043,0.348082,799999.999976,0.272563,0.000024,0.000000,0.001276,0.000425,0.006736,0.035922,713997.280093,0.955168,0.075884,0.364486,713998.999936,0.276336,0.000064,0.000000,0.002328,0.000776,0.010039,0.035600,636997.416099,0.881326,0.084015,0.333821,636998.999929,0.240161,0.000071,0.000000,0.002567,0.000855,0.011085,0.030855,589997.243764,0.989477,0.103813,0.357999,589998.999682,0.252728,0.000318,0.000000,0.006130,0.002043,0.013824,0.031947,515998.337745,0.934708,0.117102,0.339377,515999.999642,0.220261,0.000358,0.000000,0.006922,0.002307,0.015628,0.027899,421997.560252,0.805678,0.130152,0.295603,421998.998681,0.157773,0.001319,0.000000,0.011215,0.003738,0.017899,0.020107,326997.397956,0.892947,0.240247,2.193910,326999.983614,0.135496,0.016386,0.000000,0.051675,0.017223,0.054041,0.017343,236998.630554,0.778527,0.144545,0.263475,236999.995967,0.103421,0.004033,0.000000,0.040396,0.013464,0.022139,0.012909,358998.699353,0.725342,0.138684,0.261808,358999.992718,0.095738,0.007282,0.000000,0.037858,0.012618,0.021686,0.012248,2.044549,0.003393,0.003602,0.003732,0.005307,0.006890,0.013575,0.029666,0.054792,0.079832,0.087867,0.107256,0.120943,0.137996,1.059096,0.164757,0.165846,
9999971.008456,11.079603,1.267996,6.888167,9999992.964926,2.924009,0.035074,0.000000,0.180772,0.060251,0.203498,0.412424,708999.760740,0.068202,0.001441,0.116075,709000.000000,0.043604,0.000000,0.000000,0.000000,0.000000,0.000318,0.009619,696999.730203,0.084679,0.001675,0.122558,697000.000000,0.050060,0.000000,0.000000,0.000000,0.000000,0.000351,0.010474,727999.666182,0.115638,0.001913,0.140148,728000.000000,0.063251,0.000000,0.000000,0.000025,0.000008,0.000379,0.012464,787999.394092,0.260963,0.003625,0.202417,788000.000000,0.118324,0.000000,0.000000,0.000038,0.000013,0.000614,0.019927,828998.202858,0.374025,0.005345,0.237621,828998.999999,0.154963,0.000001,0.000000,0.000050,0.000017,0.000843,0.024293,817997.834890,0.592373,0.012412,0.302782,817998.999997,0.223343,0.000003,0.000000,0.000105,0.000035,0.001805,0.032288,828997.519945,0.774674,0.028793,0.362527,828998.999984,0.271203,0.000016,0.000000,0.000791,0.000264,0.004108,0.037942,799998.199573,0.964623,0.056673,0.418919,799999.999970,0.308793,0.000030,0.000000,0.001497,0.000499,0.007868,0.042024,713997.022804,1.077317,0.086416,0.441999,713998.999918,0.314859,0.000082,0.000000,0.002752,0.000917,0.011810,0.041960,636997.178940,0.993804,0.095711,0.405220,636998.999910,0.273746,0.000090,0.000000,0.003038,0.001013,0.013052,0.036399,589996.975010,1.118097,0.118678,0.437046,589998.999593,0.289249,0.000407,0.000000,0.007286,0.002429,0.016335,0.037893,515998.085960,1.054244,0.133639,0.414296,515999.999542,0.251667,0.000458,0.000000,0.008225,0.002741,0.018449,0.033063,421997.345078,0.906974,0.148076,0.360292,421998.998319,0.179820,0.001681,0.000000,0.013259,0.004419,0.021043,0.023776,326997.163792,1.001163,0.251993,2.284029,326999.982087,0.153840,0.017913,0.000000,0.051381,0.017125,0.055420,0.020469,236998.420864,0.878067,0.164623,0.323644,236999.994826,0.118403,0.005174,0.000000,0.047935,0.015977,0.025920,0.015370,358998.507527,0.814760,0.156983,0.318594,358999.990782,0.108883,0.009218,0.000000,0.044389,0.014795,0.025184,0.014462,2.316891,0.003714,0.003969,0.004147,0.006056,0.007970,0.016026,0.035373,0.065939,0.096801,0.106652,0.130915,0.147617,0.168148,1.119594,0.202282,0.201687,
9999968.124673,12.402031,1.419496,7.834464,9999992.959094,3.274153,0.040906,0.000000,0.202802,0.067594,0.228887,0.472587,708999.750863,0.068960,0.001410,0.125968,709000.000000,0.042664,0.000000,0.000000,0.000000,0.000000,0.000324,0.009811,696999.716836,0.086654,0.001666,0.133899,697000.000000,0.049778,0.000000,0.000000,0.000000,0.000000,0.000362,0.010805,727999.646311,0.119848,0.001937,0.154413,728000.000000,0.064034,0.000000,0.000000,0.000026,0.000009,0.000396,0.013034,787999.338881,0.280182,0.003848,0.229083,788000.000000,0.125616,0.000000,0.000000,0.000042,0.000014,0.000668,0.021681,828998.113707,0.410975,0.005821,0.272761,828998.999998,0.168765,0.000002,0.000000,0.000056,0.000019,0.000935,0.026978,817997.683415,0.660538,0.013826,0.354520,817998.999997,0.248800,0.000003,0.000000,0.000120,0.000040,0.002052,0.036725,828997.317887,0.867539,0.032324,0.428470,828998.999980,0.304542,0.000020,0.000000,0.000912,0.000304,0.004713,0.043592,799997.943992,1.083991,0.064040,0.499346,799999.999963,0.349045,0.000037,0.000000,0.001743,0.000581,0.009106,0.048700,713996.734640,1.213183,0.098095,0.530477,713998.999898,0.357572,0.000102,0.000000,0.003225,0.001075,0.013755,0.048950,636996.913494,1.118781,0.108664,0.486746,636998.999887,0.310937,0.000113,0.000000,0.003563,0.001188,0.015211,0.042491,589996.674059,1.260867,0.135128,0.527648,589998.999488,0.329663,0.000512,0.000000,0.008578,0.002859,0.019098,0.044448,515997.804282,1.186903,0.151901,0.500029,515999.999424,0.286349,0.000576,0.000000,0.009675,0.003225,0.021544,0.038741,421997.104451,1.019504,0.167857,0.434139,421998.997892,0.204141,0.002108,0.000000,0.015523,0.005174,0.024478,0.027798,326996.902297,1.121513,0.269061,2.381116,326999.980563,0.173992,0.019437,0.000000,0.051490,0.017162,0.057218,0.023875,236998.186274,0.988542,0.186759,0.392601,236999.993480,0.134904,0.006520,0.000000,0.056281,0.018758,0.030044,0.018076,358998.293282,0.914050,0.177160,0.383249,358999.988524,0.123351,0.011476,0.000000,0.051568,0.017187,0.028983,0.016881,2.621846,0.004031,0.004337,0.004569,0.006854,0.009149,0.018764,0.041805,0.078595,0.116171,0.128101,0.158032,0.178140,0.202563,1.182983,0.245277,0.242477,
9999964.901424,13.877862,1.590504,8.895945,9999992.952551,3.663961,0.047449,0.000000,0.227612,0.075863,0.257124,0.538119,708999.739862,0.070678,0.001390,0.135745,709000.000000,0.042059,0.000000,0.000000,0.000000,0.000000,0.000329,0.009938,696999.702085,0.089680,0.001668,0.145275,697000.000000,0.049844,0.000000,0.000000,0.000000,0.000000,0.000371,0.011077,727999.624526,0.125328,0.001972,0.168962,728000.000000,0.065221,0.000000,0.000000,0.000027,0.000009,0.000412,0.013551,787999.278247,0.302091,0.004099,0.257523,788000.000000,0.133808,0.000000,0.000000,0.000045,0.000015,0.000722,0.023464,828998.014546,0.452705,0.006357,0.311167,828998.999998,0.184303,0.000002,0.000000,0.000062,0.000021,0.001034,0.029825,817997.514126,0.736908,0.015406,0.412296,817998.999996,0.277257,0.000004,0.000000,0.000136,0.000045,0.002321,0.041545,828997.091839,0.971319,0.036261,0.502671,828998.999975,0.341698,0.000025,0.000000,0.001046,0.000349,0.005375,0.049767,799997.657859,1.217121,0.072235,0.590415,799999.999955,0.393812,0.000045,0.000000,0.002015,0.000672,0.010465,0.056032,713996.412024,1.364412,0.111058,0.631105,713998.999874,0.404977,0.000126,0.000000,0.003752,0.001250,0.015896,0.056650,636996.616489,1.257765,0.123025,0.579480,636998.999861,0.352168,0.000139,0.000000,0.004147,0.001382,0.017587,0.049200,589996.337194,1.419510,0.153352,0.631038,589998.999366,0.374431,0.000634,0.000000,0.010016,0.003338,0.022142,0.051682,515997.489229,1.334314,0.172103,0.597706,515999.999286,0.324707,0.000714,0.000000,0.011287,0.003762,0.024947,0.044992,421996.835381,1.144673,0.189735,0.518091,421998.997396,0.231029,0.002604,0.000000,0.018027,0.006009,0.028243,0.032216,326996.610190,1.255560,0.291148,2.486653,326999.979029,0.196210,0.020971,0.000000,0.052075,0.017357,0.059596,0.027595,236997.923857,1.111334,0.211225,0.471249,236999.991907,0.153120,0.008093,0.000000,0.065511,0.021835,0.034558,0.021054,358998.053969,1.024464,0.199468,0.456569,358999.985910,0.139318,0.014090,0.000000,0.059463,0.019819,0.033128,0.019531,2.963612,0.004344,0.004705,0.004999,0.007705,0.010437,0.021822,0.049043,0.092925,0.138201,0.152499,0.188974,0.212914,0.241681,1.250340,0.294306,0.288718,
9999961.298901,15.525292,1.782712,10.085878,9999992.945212,4.098406,0.054788,0.000000,0.255509,0.085161,0.288635,0.609878,708999.727600,0.073362,0.001383,0.145463,709000.000000,0.041832,0.000000,0.000000,0.000000,0.000000,0.000331,0.010028,696999.685771,0.093793,0.001684,0.156748,697000.000000,0.050310,0.000000,0.000000,0.000000,0.000000,0.000379,0.011315,727999.600576,0.132156,0.002023,0.183869,728000.000000,0.066880,0.000000,0.000000,0.000029,0.000010,0.000426,0.014041,787999.211520,0.326981,0.004382,0.287928,788000.000000,0.143047,0.000000,0.000000,0.000049,0.000016,0.000779,0.025313,828997.904188,0.499730,0.006960,0.353220,828998.999998,0.201805,0.000002,0.000000,0.000069,0.000023,0.001139,0.032886,817997.324937,0.822414,0.017175,0.476800,817998.999995,0.309085,0.000005,0.000000,0.000154,0.000051,0.002614,0.046816,828996.838993,1.087285,0.040652,0.586059,828998.999970,0.383139,0.000030,0.000000,0.001194,0.000398,0.006102,0.056547,799997.337611,1.365639,0.081358,0.693304,799999.999945,0.443643,0.000055,0.000000,0.002317,0.000772,0.011963,0.064110,713996.050954,1.532840,0.125460,0.745210,713998.999846,0.457638,0.000154,0.000000,0.004337,0.001446,0.018257,0.065149,636996.284266,1.412441,0.138963,0.684636,636998.999830,0.397922,0.000170,0.000000,0.004796,0.001599,0.020207,0.056600,589995.960253,1.595947,0.173561,0.748593,589998.999223,0.424072,0.000777,0.000000,0.011617,0.003872,0.025503,0.059675,515997.136904,1.498292,0.194484,0.708597,515999.999125,0.367193,0.000875,0.000000,0.013077,0.004359,0.028694,0.051883,421996.534528,1.284036,0.213977,0.613215,421998.996821,0.260810,0.003179,0.000000,0.020799,0.006932,0.032381,0.037075,326996.283819,1.405022,0.318135,2.602173,326999.977470,0.220781,0.022530,0.000000,0.053196,0.017730,0.062676,0.031669,236997.630349,1.247967,0.238326,0.560606,236999.990084,0.173271,0.009916,0.000000,0.075718,0.025237,0.039514,0.024333,358997.786632,1.147388,0.224188,0.539455,358999.982906,0.156979,0.017094,0.000000,0.068157,0.022717,0.037670,0.022438,3.346772,0.004655,0.005077,0.005441,0.008614,0.011847,0.025236,0.057177,0.109116,0.163181,0.180165,0.224154,0.252390,0.286000,1.322738,0.350003,0.340978,
9999957.272622,17.364633,1.998175,11.419091,9999992.936977,4.582973,0.063023,0.000000,0.286832,0.095601,0.323855,0.688797,708999.713927,0.077036,0.001389,0.155192,709000.000000,0.042020,0.000000,0.000000,0.000000,0.000000,0.000334,0.010102,696999.667697,0.099045,0.001714,0.168392,697000.000000,0.051223,0.000000,0.000000,0.000000,0.000000,0.000386,0.011542,727999.574178,0.140427,0.002089,0.199227,728000.000000,0.069077,0.000000,0.000000,0.000030,0.000010,0.000441,0.014530,787999.137951,0.355183,0.004702,0.320523,788000.000000,0.153484,0.000000,0.000000,0.000053,0.000018,0.000839,0.027264,828997.781307,0.552633,0.007640,0.399358,828998.999997,0.221517,0.000003,0.000000,0.000076,0.000025,0.001254,0.036211,817997.113516,0.918103,0.019153,0.548809,817998.999994,0.344690,0.000006,0.000000,0.000174,0.000058,0.002937,0.052612,828996.556210,1.216861,0.045554,0.679673,828998.999965,0.429384,0.000035,0.000000,0.001357,0.000452,0.006903,0.064022,799996.979264,1.531360,0.091521,0.809339,799999.999934,0.499147,0.000066,0.000000,0.002653,0.000884,0.013617,0.073034,713995.646954,1.720519,0.141474,0.874282,713998.999814,0.516185,0.000186,0.000000,0.004988,0.001662,0.020868,0.074544,636995.912729,1.584692,0.156667,0.803573,636998.999795,0.448741,0.000205,0.000000,0.005518,0.001839,0.023100,0.064775,589995.538582,1.792325,0.195995,0.881857,589998.999058,0.479169,0.000942,0.000000,0.013397,0.004465,0.029217,0.068515,515996.742954,1.680854,0.219312,0.834123,515999.998939,0.414315,0.001061,0.000000,0.015064,0.005021,0.032828,0.059490,421996.198159,1.439322,0.240882,0.720713,421998.996160,0.293847,0.003840,0.000000,0.023866,0.007954,0.036939,0.042432,326995.919116,1.571788,0.350054,2.729290,326999.975869,0.248017,0.024131,0.000000,0.054907,0.018301,0.066555,0.036141,236997.302106,1.400132,0.268398,0.661815,236999.987982,0.195603,0.012018,0.000000,0.087008,0.029000,0.044972,0.027949,358997.487971,1.284354,0.251629,0.632925,358999.979472,0.176551,0.020528,0.000000,0.077741,0.025911,0.042665,0.025635,3.776364,0.004966,0.005454,0.005895,0.009590,0.013395,0.029047,0.066310,0.127376,0.191438,0.211457,0.264035,0.297076,0.336081,1.401269,0.413080,0.399896,
9999952.772887,19.418555,2.239303,12.912168,9999992.927739,5.123734,0.072261,0.000000,0.321956,0.107308,0.363243,0.775893,708999.698674,0.081733,0.001410,0.165012,709000.000000,0.042654,0.000000,0.000000,0.000000,0.000000,0.000337,0.010180,696999.647641,0.105500,0.001761,0.180295,697000.000000,0.052628,0.000000,0.000000,0.000000,0.000000,0.000394,0.011780,727999.545020,0.150255,0.002174,0.215143,728000.000000,0.071877,0.000000,0.000000,0.000031,0.000010,0.000456,0.015042,787999.056703,0.387069,0.005063,0.355570,787999.999999,0.165281,0.000001,0.000000,0.000058,0.000019,0.000903,0.029352,828997.644422,0.612071,0.008406,0.450074,828998.999997,0.243706,0.000003,0.000000,0.000084,0.000028,0.001380,0.039853,817996.877257,1.025151,0.021366,0.629195,817998.999993,0.384525,0.000007,0.000000,0.000196,0.000065,0.003294,0.059011,828996.239983,1.361639,0.051026,0.784687,828998.999958,0.481009,0.000042,0.000000,0.001539,0.000513,0.007789,0.072287,799996.578366,1.716314,0.102849,0.940005,799999.999921,0.561003,0.000079,0.000000,0.003025,0.001008,0.015448,0.082911,713995.195020,1.929740,0.159291,1.019987,713998.999777,0.581323,0.000223,0.000000,0.005711,0.001904,0.023758,0.084946,636995.497300,1.776619,0.176349,0.937811,636998.999754,0.505233,0.000246,0.000000,0.006319,0.002106,0.026302,0.073821,589995.066976,2.011038,0.220920,1.032555,589998.998868,0.540376,0.001132,0.000000,0.015376,0.005125,0.033327,0.078300,515996.302510,1.884245,0.246886,0.975883,515999.998726,0.466640,0.001274,0.000000,0.017268,0.005756,0.037395,0.067897,421995.822109,1.612452,0.270781,0.841936,421998.995402,0.330546,0.004598,0.000000,0.027262,0.009086,0.041970,0.048346,326995.511546,1.757955,0.387071,2.869727,326999.974208,0.278268,0.025792,0.000000,0.057260,0.019085,0.071317,0.041063,236996.935060,1.569707,0.301813,0.776162,236999.985573,0.220387,0.014427,0.000000,0.099503,0.033164,0.050997,0.031943,358997.154301,1.437068,0.282135,0.738124,358999.975563,0.198278,0.024437,0.000000,0.088323,0.029438,0.048175,0.029159,4.257955,0.005280,0.005839,0.006366,0.010638,0.015096,0.033301,0.076554,0.147938,0.223337,0.246776,0.309133,0.347541,0.392552,1.487065,0.484342,0.466195,
9999947.744163,21.712373,2.508882,14.583646,9999992.917379,5.727435,0.082621,0.000000,0.361302,0.120422,0.407295,0.872282,708999.681651,0.087504,0.001447,0.175011,709000.000000,0.043765,0.000000,0.000000,0.000000,0.000000,0.000340,0.010282,696999.625357,0.113239,0.001826,0.192559,697000.000000,0.054567,0.000000,0.000000,0.000000,0.000000,0.000403,0.012048,727999.512754,0.161772,0.002280,0.231744,728000.000000,0.075346,0.000000,0.000000,0.000033,0.000011,0.000473,0.015599,787998.966841,0.423057,0.005472,0.393368,787999.999999,0.178612,0.000001,0.000000,0.000062,0.000021,0.000972,0.031615,828997.491876,0.678781,0.009267,0.505924,828998.999996,0.268666,0.000004,0.000000,0.000093,0.000031,0.001519,0.043870,817996.613246,1.144871,0.023842,0.718939,817998.999992,0.429086,0.000008,0.000000,0.000220,0.000073,0.003689,0.066099,828995.886390,1.523399,0.057137,0.902412,828998.999951,0.538653,0.000049,0.000000,0.001740,0.000580,0.008772,0.081448,799996.129942,1.922769,0.115479,1.086967,799999.999907,0.629968,0.000093,0.000000,0.003440,0.001146,0.017478,0.093864,713994.689559,2.163062,0.179127,1.184193,713998.999735,0.653836,0.000265,0.000000,0.006516,0.002172,0.026963,0.096479,636995.032859,1.990570,0.198247,1.089057,636998.999708,0.568077,0.000292,0.000000,0.007210,0.002403,0.029848,0.083841,589994.539614,2.254758,0.248635,1.202620,589998.998650,0.608425,0.001350,0.000000,0.017575,0.005858,0.037880,0.089144,515995.810132,2.110971,0.277543,1.135667,515999.998481,0.524802,0.001519,0.000000,0.019715,0.006571,0.042449,0.077202,421995.401722,1.805566,0.304043,0.978403,421998.994539,0.371358,0.005461,0.000000,0.031025,0.010341,0.047534,0.054888,326995.056049,1.965847,0.429467,3.025346,326999.972467,0.311915,0.027533,0.000000,0.060306,0.020100,0.077042,0.046495,236996.524665,1.758782,0.338985,0.905096,236999.982824,0.247929,0.017176,0.000000,0.113344,0.037778,0.057664,0.036359,358996.781508,1.607424,0.316085,0.856342,358999.971129,0.222429,0.028871,0.000000,0.100023,0.033338,0.054269,0.033049,4.797714,0.005600,0.006237,0.006857,0.011769,0.016969,0.038051,0.088039,0.171066,0.259287,0.286570,0.360026,0.404423,0.456122,1.581319,0.564690,0.540689,
9999942.124398,24.274356,2.810091,16.454253,9999992.905762,6.401579,0.094238,0.000000,0.405341,0.135100,0.456555,0.979190,708999.662648,0.094411,0.001500,0.185288,709000.000000,0.045383,0.000000,0.000000,0.000000,0.000000,0.000345,0.010424,696999.600573,0.122358,0.001911,0.205294,697000.000000,0.057087,0.000000,0.000000,0.000000,0.000000,0.000414,0.012364,727999.476992,0.175130,0.002407,0.249170,728000.000000,0.079551,0.000000,0.000000,0.000034,0.000011,0.000492,0.016223,787998.867318,0.463615,0.005934,0.434257,787999.999999,0.193667,0.000001,0.000000,0.000067,0.000022,0.001048,0.034092,828997.321817,0.753594,0.010235,0.567533,828998.999996,0.296720,0.000004,0.000000,0.000103,0.000034,0.001673,0.048320,817996.318229,1.278736,0.026611,0.819138,817998.999991,0.478932,0.000009,0.000000,0.000247,0.000082,0.004128,0.073970,828995.491051,1.704133,0.063962,1.034319,828998.999943,0.603031,0.000057,0.000000,0.001964,0.000655,0.009863,0.091621,799995.628429,2.153259,0.129566,1.252089,799999.999890,0.706887,0.000110,0.000000,0.003900,0.001300,0.019733,0.106026,713994.124318,2.423344,0.201224,1.368989,713998.999688,0.734607,0.000312,0.000000,0.007410,0.002470,0.030519,0.109278,636994.513681,2.229167,0.222623,1.259217,636998.999655,0.638033,0.000345,0.000000,0.008200,0.002733,0.033781,0.094954,589993.949988,2.526468,0.279475,1.394216,589998.998402,0.684136,0.001598,0.000000,0.020019,0.006672,0.042930,0.101171,515995.259739,2.363823,0.311655,1.315484,515999.998203,0.589509,0.001797,0.000000,0.022431,0.007476,0.048049,0.087512,421994.931798,2.021049,0.341079,1.131819,421998.993559,0.416784,0.006441,0.000000,0.035199,0.011732,0.053698,0.062133,326994.546977,2.198050,0.477632,3.198172,326999.970624,0.349385,0.029376,0.000000,0.064097,0.021364,0.083809,0.052501,236996.065845,1.969687,0.380372,1.050237,236999.979698,0.278564,0.020302,0.000000,0.128689,0.042892,0.065052,0.041250,358996.364994,1.797532,0.353904,0.989030,358999.966115,0.249301,0.033885,0.000000,0.112980,0.037656,0.061022,0.037353,5.402498,0.005929,0.006649,0.007373,0.012993,0.019035,0.043354,0.100908,0.197052,0.299745,0.331340,0.417364,0.468436,0.527584,1.685307,0.655136,0.624292,
