X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.486506848,0.90555807,0.604754405,0.276291235,0.368384305,0.487568367,0.483169214,0.433177838,0.212682596,0.106319833,0.093852717,0.087145627,0.050878243,0.025646986,0.008998829,0.00898704
0.658221257,0.756037082,0.836007838,0.367605219,0.125623673,0.352167932,0.471650756,0.469149773,0.332116353,0.163310651,0.093291301,0.099753368,0.062709344,0.033178187,0.014854066,0.00948447
0.53836196,1.003687395,1.09689048,0.559614208,0.138229373,0.128150959,0.240743842,0.372695507,0.310716131,0.184485148,0.088690886,0.051728169,0.034894346,0.035858297,0.021145855,0.009358563
0.30735339,0.50121919,0.744693763,0.733330029,0.280429694,0.130467986,0.082592479,0.240488736,0.246793577,0.241345946,0.145903189,0.066690252,0.037659777,0.023280634,0.011615002,0.007137372
0.508920351,0.278026446,0.24848443,0.532466283,0.507517347,0.34868716,0.098668328,0.060160142,0.104504126,0.178459532,0.117117748,0.076722342,0.023503425,0.009784639,0.006234153,0.00482942
0.926822042,0.4082832,0.167596052,0.22463037,0.36867458,0.388636038,0.227014792,0.072966833,0.031052765,0.062943673,0.098258832,0.062233638,0.03043782,0.012211714,0.00240589,0.005322255
0.91378052,1.017511813,0.629383387,0.140360892,0.151476397,0.319120191,0.258407387,0.220990968,0.080810733,0.042048985,0.043489264,0.052415183,0.036432374,0.011736812,0.007189331,0.003248503
0.8777024,1.17424779,0.966315213,0.401475117,0.088606914,0.099606396,0.187803413,0.257379892,0.123440369,0.054900619,0.034731391,0.031326431,0.031837272,0.023515515,0.009770412,0.00304506
0.662851776,1.046379611,0.97078566,0.600328385,0.164153801,0.078758109,0.131509081,0.189246641,0.168992009,0.124983817,0.052027128,0.017861655,0.031370447,0.026725326,0.008157545,0.007056296
0.381370221,0.67697804,0.743001575,0.675523381,0.278019801,0.102999067,0.065882546,0.131204496,0.122994945,0.133161062,0.101911899,0.035350426,0.023513914,0.014408329,0.010151502,0.011215768
0.569698306,0.553534861,0.714718143,0.570457386,0.32891804,0.203218725,0.122307951,0.080571476,0.103374295,0.136675505,0.106294007,0.11103229,0.033786912,0.017841757,0.012797142,0.016898973
0.63765543,0.697963293,0.43961438,0.418299539,0.227778412,0.201222789,0.177381595,0.092861407,0.052813127,0.099236543,0.113690549,0.083453135,0.075721947,0.032443312,0.011073069,0.015963703
0.896512655,1.006809356,0.669930365,0.488422505,0.211102064,0.175868134,0.190980243,0.181640429,0.100965853,0.086066588,0.109689888,0.162130525,0.070093991,0.084748526,0.02858661,0.006695546
0.415728757,0.708860673,0.658831278,0.262006375,0.146612206,0.09915973,0.162240933,0.217472899,0.132032705,0.066161383,0.083050879,0.075536679,0.073978844,0.042447417,0.042925362,0.009126984
0.363697802,1.211258422,0.963153626,0.643232079,0.089410245,0.155790901,0.13954517,0.262027109,0.124440126,0.192461401,0.134175174,0.128516714,0.142121192,0.116697481,0.04533158,0.057614124
0.485255632,0.684691598,1.043853587,0.758518948,0.126539739,0.123253162,0.104101154,0.213628741,0.212134187,0.201232764,0.224291965,0.176173753,0.060758233,0.094035901,0.056237701,0.036327615
