DAY,GAMA_F1,GAMA_F2,GAMA_F3,GAMA_F4,GAMA_F5,GAMA_F6,GAMA_F7,GAMA_F8,GAMA_F9,GAMA_F10,GAMA_F11,GAMA_F12,GAMA_F13,GAMA_F14,GAMA_F15,GAMA_F16,xI_F1,xI_F2,xI_F3,xI_F4,xI_F5,xI_F6,xI_F7,xI_F8,xI_F9,xI_F10,xI_F11,xI_F12,xI_F13,xI_F14,xI_F15,xI_F16,xA_F1,xA_F2,xA_F3,xA_F4,xA_F5,xA_F6,xA_F-,xA_F8,xA_F9,xA_F10,xA_F11,xA_F12,xA_F13,xA_F14,xA_F15,xA_F16,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX
0.0,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08426031562699433,0.04326024179509253,0.021044132836311062,0.012173259136508364,0.01720180979005344,0.023771514857854253,0.02316744221096451,0.01729369807691035,0.009648656256880541,0.005059592237823116,0.005457018666843147,0.003317223987192474,0.002594532648978797,0.0013580665956767714,0.0009760982969621027,0.00036081590838780975
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051086201366332476,0.3294481863585694,0.05997358916888686,0.017270664523207045,0.010408563853229512,0.021673222924865038,0.02406403218556349,0.021816314422139098,0.016312799717889355,0.006896480190963782,0.004906820018819356,0.003456973230286271,0.003191898129295118,0.00153231077338517,0.0008689552305876389,0.0004215307084010981
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02783789180461671,0.12735432819032708,0.3462516279584735,0.047100652689502046,0.020743365274548658,0.017196719941118665,0.021468951373037,0.022892830142497485,0.02334692346698286,0.012492966559446598,0.007137148883727097,0.0028800531240087157,0.002256122775138222,0.0017361464958761553,0.0013269822194424351,0.0006275342700256943
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0317706774247979,0.07391292565348348,0.29683805738120306,0.9011713161895968,0.13936913829706526,0.06604124175180498,0.04358069950402727,0.05083199759871027,0.05013682000101117,0.0407282005600883,0.023596819562625927,0.011213858257339898,0.006920959429791534,0.002219626746648709,0.0013607698776954933,0.0006663104931699115
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09373166026846141,0.0782478784981135,0.08943426748023864,0.5114368934733797,0.6070178521263394,0.2604381907145304,0.14212634326928122,0.10906832700147977,0.08638096338272201,0.08316111802399949,0.0612491948251636,0.034108485440414615,0.021299690660564825,0.002683650928882088,0.0029144057412564556,0.0015225343844682134
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3069829209898898,0.17638497394029817,0.10467891124066105,0.28837384849560577,0.596868899685773,0.6994460465607671,0.37423328883798795,0.2565311320516464,0.2018376915082409,0.15227600985410766,0.1434615023924376,0.07829444011742938,0.05146717742565466,0.005637594384808033,0.0027869824398504502,0.0020304304154448306
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46000518889022995,0.6056097160913262,0.44208298070623586,0.23695415427847297,0.39724085263503434,0.6142511966288164,0.6620897221597357,0.48982865945468707,0.3538884399586077,0.2620277394018197,0.2002814981902075,0.13743755636671506,0.08476679715939728,0.009971655812083745,0.0065481454177819705,0.003269188368635283
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6156250117846218,0.8884905771398571,0.693256165664052,0.47023379860340686,0.36572635004353427,0.6118764526885411,0.6894169780289091,0.8323841782799972,0.6736424093782649,0.4275979889652068,0.33168440430241736,0.17584423752248385,0.102740469226292,0.023870217358042917,0.013867045725503234,0.0035529676407460614
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6328041846873632,1.0286253288136276,1.0368296245667918,0.9331408146565578,0.6068147897731773,0.7289499484641984,0.8712152944741974,0.9194828486739437,1.050865968834651,0.7750474594520188,0.5869135394754386,0.2440418190439401,0.17950153469110489,0.029562087146080288,0.01606118721464948,0.007637621919883312
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5161175420562714,1.004468780925608,1.0866450346239551,1.5100948468375197,0.738016894022095,0.798167442510095,0.9188934590268433,1.0234461038297704,1.022038500252409,1.0018231610919461,0.7493800898427436,0.4233563822009165,0.20259954345763748,0.02474970791059687,0.02038945958654671,0.01610659619769659
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9572799494789281,1.4970278797514682,1.8709664350827189,1.901248324942893,1.191699310755946,1.4695206475117748,1.3588503593045045,1.2778022112057017,1.6681850972397518,1.7071487005050099,1.4184514925719605,0.924793412089317,0.38610107260334825,0.0412406049940332,0.0326798209024087,0.03015019454982989
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5275215887087743,2.005639847473635,1.9215612776742215,1.7249938054806893,1.1164577528798714,1.6051318647507793,1.7891165860677587,1.4906370047868078,1.7220680229661829,1.4836766112220936,1.5962079378394785,1.2504211844258062,0.7120749348134711,0.08303135771756902,0.03730121142510822,0.03813235422282375
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31979164764472,3.821720861365637,3.3691250522960634,2.53254617581965,1.860639512375681,2.4152180540735357,2.5793952681813725,2.8850339181093485,2.5905394779171185,2.48443116844622,2.269496474297947,2.3660677887163963,1.1507255766400368,0.38231685773342383,0.15338109042773637,0.036197315728146794
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.914271064676953,5.08992839701875,4.489681126970387,1.8219854581880275,1.2564310771724738,1.0672338334930094,1.5654098807048547,1.751908719765844,1.150258574696877,0.633797447924258,0.7176949747576389,0.6911022790464034,0.6763655864245622,0.468195291603386,0.40923775419143127,0.07875390438861089
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843374322224083,12.586182993583884,10.115339553729653,7.190962651083412,1.3836600601302012,2.21332608951763,1.9510396790183593,3.3200251119737927,1.9543801701727088,2.501342642247717,1.993974424758089,1.6806720064300622,1.8998572237106433,1.4787442280104182,0.8166215888722865,0.8584258036663893
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.417385801461453,9.24490441417224,13.623180486869119,10.129051126853389,1.8111114168728226,1.905907949539492,1.6858280093838662,2.967847643459684,2.9156922784424357,2.7567405640110563,3.009167093214763,2.335632517356837,0.8757645061019659,1.2884251840197498,0.8191920907620046,0.5042480032910128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
