# x, r_0
0.000000000000000000e+00,1.816514822171031218e+00
9.898989898989898548e-03,1.813941267017281200e+00
1.979797979797979710e-02,1.811368019067590707e+00
2.969696969696969391e-02,1.808795079593656929e+00
3.959595959595959419e-02,1.806222449874091085e+00
4.949494949494949447e-02,1.803650131194465711e+00
5.939393939393938782e-02,1.801078124847370177e+00
6.929292929292929504e-02,1.798506432132430000e+00
7.919191919191918838e-02,1.795935054356393223e+00
8.909090909090908172e-02,1.793363992833134413e+00
9.898989898989898895e-02,1.790793248883737698e+00
1.088888888888888823e-01,1.788222823836529196e+00
1.187878787878787756e-01,1.785652719027121860e+00
1.286868686868686829e-01,1.783082935798466995e+00
1.385858585858585901e-01,1.780513475500908216e+00
1.484848484848484695e-01,1.777944339492217418e+00
1.583838383838383768e-01,1.775375529137667829e+00
1.682828282828282840e-01,1.772807045810053772e+00
1.781818181818181634e-01,1.770238890889771932e+00
1.880808080808080707e-01,1.767671065764839788e+00
1.979797979797979779e-01,1.765103571830979767e+00
2.078787878787878574e-01,1.762536410491641448e+00
2.177777777777777646e-01,1.759969583158080386e+00
2.276767676767676718e-01,1.757403091249377436e+00
2.375757575757575513e-01,1.754836936192517349e+00
2.474747474747474585e-01,1.752271119422449841e+00
2.573737373737373657e-01,1.749705642382112014e+00
2.672727272727272729e-01,1.747140506522492531e+00
2.771717171717171802e-01,1.744575713302709330e+00
2.870707070707070319e-01,1.742011264190036712e+00
2.969696969696969391e-01,1.739447160659967517e+00
3.068686868686868463e-01,1.736883404196273517e+00
3.167676767676767535e-01,1.734319996291062482e+00
3.266666666666666607e-01,1.731756938444826588e+00
3.365656565656565680e-01,1.729194232166507916e+00
3.464646464646464752e-01,1.726631878973545087e+00
3.563636363636363269e-01,1.724069880391942089e+00
3.662626262626262341e-01,1.721508237956323573e+00
3.761616161616161413e-01,1.718946953209982809e+00
3.860606060606060486e-01,1.716386027704961847e+00
3.959595959595959558e-01,1.713825463002086824e+00
4.058585858585858630e-01,1.711265260671048116e+00
4.157575757575757147e-01,1.708705422290445419e+00
4.256565656565656219e-01,1.706145949447855026e+00
4.355555555555555292e-01,1.703586843739901990e+00
4.454545454545454364e-01,1.701028106772305648e+00
4.553535353535353436e-01,1.698469740159938235e+00
4.652525252525252508e-01,1.695911745526908376e+00
4.751515151515151025e-01,1.693354124506616820e+00
4.850505050505050098e-01,1.690796878741801512e+00
4.949494949494949170e-01,1.688240009884628190e+00
5.048484848484848797e-01,1.685683519596743007e+00
5.147474747474747314e-01,1.683127409549328268e+00
5.246464646464645831e-01,1.680571681423201014e+00
5.345454545454545459e-01,1.678016336908829897e+00
5.444444444444443976e-01,1.675461377706441990e+00
5.543434343434343603e-01,1.672906805526080731e+00
5.642424242424242120e-01,1.670352622087660999e+00
5.741414141414140637e-01,1.667798829121052373e+00
5.840404040404040265e-01,1.665245428366139535e+00
5.939393939393938782e-01,1.662692421572889989e+00
6.038383838383838409e-01,1.660139810501440660e+00
6.137373737373736926e-01,1.657587596922139861e+00
6.236363636363636553e-01,1.655035782615645434e+00
6.335353535353535070e-01,1.652484369372983819e+00
6.434343434343433588e-01,1.649933358995615773e+00
6.533333333333333215e-01,1.647382753295533186e+00
6.632323232323231732e-01,1.644832554095297272e+00
6.731313131313131359e-01,1.642282763228144038e+00
6.830303030303029876e-01,1.639733382538039796e+00
6.929292929292929504e-01,1.637184413879765987e+00
7.028282828282828021e-01,1.634635859118991119e+00
7.127272727272726538e-01,1.632087720132346265e+00
7.226262626262626165e-01,1.629539998807501222e+00
7.325252525252524682e-01,1.626992697043251113e+00
7.424242424242424310e-01,1.624445816749568561e+00
7.523232323232322827e-01,1.621899359847724931e+00
7.622222222222221344e-01,1.619353328270325632e+00
7.721212121212120971e-01,1.616807723961414922e+00
7.820202020202019488e-01,1.614262548876560066e+00
7.919191919191919116e-01,1.611717804982910396e+00
8.018181818181817633e-01,1.609173494259300341e+00
8.117171717171717260e-01,1.606629618696319373e+00
8.216161616161615777e-01,1.604086180296403930e+00
8.315151515151514294e-01,1.601543181073911359e+00
8.414141414141413922e-01,1.599000623055212289e+00
8.513131313131312439e-01,1.596458508278771893e+00
8.612121212121212066e-01,1.593916838795237823e+00
8.711111111111110583e-01,1.591375616667520809e+00
8.810101010101010210e-01,1.588834843970891697e+00
8.909090909090908728e-01,1.586294522793065154e+00
9.008080808080807245e-01,1.583754655234276054e+00
9.107070707070706872e-01,1.581215243407395832e+00
9.206060606060605389e-01,1.578676289437984215e+00
9.305050505050505016e-01,1.576137795464427560e+00
9.404040404040403534e-01,1.573599763637977045e+00
9.503030303030302051e-01,1.571062196122885224e+00
9.602020202020201678e-01,1.568525095096474864e+00
9.701010101010100195e-01,1.565988462749238863e+00
9.799999999999999822e-01,1.563452301284937063e+00
