# x, r_0
0.000000000000000000e+00,2.391550933004308988e+00
9.898989898989898548e-03,2.387567699841621316e+00
1.979797979797979710e-02,2.383585786572345988e+00
2.969696969696969391e-02,2.379605197915887427e+00
3.959595959595959419e-02,2.375625938610901766e+00
4.949494949494949447e-02,2.371648013415394107e+00
5.939393939393938782e-02,2.367671427106782911e+00
6.929292929292929504e-02,2.363696184481984375e+00
7.919191919191918838e-02,2.359722290357517238e+00
8.909090909090908172e-02,2.355749749569548968e+00
9.898989898989898895e-02,2.351778566974019657e+00
1.088888888888888823e-01,2.347808747446707756e+00
1.187878787878787756e-01,2.343840295883308222e+00
1.286868686868686829e-01,2.339873217199537780e+00
1.385858585858585901e-01,2.335907516331204636e+00
1.484848484848484695e-01,2.331943198234286196e+00
1.583838383838383768e-01,2.327980267885055188e+00
1.682828282828282840e-01,2.324018730280112965e+00
1.781818181818181634e-01,2.320058590436522739e+00
1.880808080808080707e-01,2.316099853391865082e+00
1.979797979797979779e-01,2.312142524204336080e+00
2.078787878787878574e-01,2.308186607952857461e+00
2.177777777777777646e-01,2.304232109737129441e+00
2.276767676767676718e-01,2.300279034677741308e+00
2.375757575757575513e-01,2.296327387916247798e+00
2.474747474747474585e-01,2.292377174615284563e+00
2.573737373737373657e-01,2.288428399958629456e+00
2.672727272727272729e-01,2.284481069151292676e+00
2.771717171717171802e-01,2.280535187419650001e+00
2.870707070707070319e-01,2.276590760011472092e+00
2.969696969696969391e-01,2.272647792196075933e+00
3.068686868686868463e-01,2.268706289264359466e+00
3.167676767676767535e-01,2.264766256528951693e+00
3.266666666666666607e-01,2.260827699324262863e+00
3.365656565656565680e-01,2.256890623006592822e+00
3.464646464646464752e-01,2.252955032954227832e+00
3.563636363636363269e-01,2.249020934567531160e+00
3.662626262626262341e-01,2.245088333269041225e+00
3.761616161616161413e-01,2.241157234503563078e+00
3.860606060606060486e-01,2.237227643738259886e+00
3.959595959595959558e-01,2.233299566462751073e+00
4.058585858585858630e-01,2.229373008189219796e+00
4.157575757575757147e-01,2.225447974452492428e+00
4.256565656565656219e-01,2.221524470810150031e+00
4.355555555555555292e-01,2.217602502842621615e+00
4.454545454545454364e-01,2.213682076153267619e+00
4.553535353535353436e-01,2.209763196368502935e+00
4.652525252525252508e-01,2.205845869137878612e+00
4.751515151515151025e-01,2.201930100134186663e+00
4.850505050505050098e-01,2.198015895053559987e+00
4.949494949494949170e-01,2.194103259615571400e+00
5.048484848484848797e-01,2.190192199563333997e+00
5.147474747474747314e-01,2.186282720663600188e+00
5.246464646464645831e-01,2.182374828706871828e+00
5.345454545454545459e-01,2.178468529507489038e+00
5.444444444444443976e-01,2.174563828903748774e+00
5.543434343434343603e-01,2.170660732757983880e+00
5.642424242424242120e-01,2.166759246956685203e+00
5.741414141414140637e-01,2.162859377410617956e+00
5.840404040404040265e-01,2.158961130054878108e+00
5.939393939393938782e-01,2.155064510849055814e+00
6.038383838383838409e-01,2.151169525777288705e+00
6.137373737373736926e-01,2.147276180848399996e+00
6.236363636363636553e-01,2.143384482096009513e+00
6.335353535353535070e-01,2.139494435578596754e+00
6.434343434343433588e-01,2.135606047379665196e+00
6.533333333333333215e-01,2.131719323607799144e+00
6.632323232323231732e-01,2.127834270396806282e+00
6.731313131313131359e-01,2.123950893905811377e+00
6.830303030303029876e-01,2.120069200319368630e+00
6.929292929292929504e-01,2.116189195847555826e+00
7.028282828282828021e-01,2.112310886726117332e+00
7.127272727272726538e-01,2.108434279216541807e+00
7.226262626262626165e-01,2.104559379606201652e+00
7.325252525252524682e-01,2.100686194208417845e+00
7.424242424242424310e-01,2.096814729362634910e+00
7.523232323232322827e-01,2.092944991434479540e+00
7.622222222222221344e-01,2.089076986815917358e+00
7.721212121212120971e-01,2.085210721925301769e+00
7.820202020202019488e-01,2.081346203207580459e+00
7.919191919191919116e-01,2.077483437134326927e+00
8.018181818181817633e-01,2.073622430203885703e+00
8.117171717171717260e-01,2.069763188941505572e+00
8.216161616161615777e-01,2.065905719899414628e+00
8.315151515151514294e-01,2.062050029656996131e+00
8.414141414141413922e-01,2.058196124820834694e+00
8.513131313131312439e-01,2.054344012024886368e+00
8.612121212121212066e-01,2.050493697930571457e+00
8.711111111111110583e-01,2.046645189226910855e+00
8.810101010101010210e-01,2.042798492630616636e+00
8.909090909090908728e-01,2.038953614886256815e+00
9.008080808080807245e-01,2.035110562766314857e+00
9.107070707070706872e-01,2.031269343071365086e+00
9.206060606060605389e-01,2.027429962630170834e+00
9.305050505050505016e-01,2.023592428299791024e+00
9.404040404040403534e-01,2.019756746965749361e+00
9.503030303030302051e-01,2.015922925542091182e+00
9.602020202020201678e-01,2.012090970971565085e+00
9.701010101010100195e-01,2.008260890225716189e+00
9.799999999999999822e-01,2.004432690305018028e+00
