# xI, xA, R0
0.000000000000000000e+00,0.000000000000000000e+00,1.171879530939061720e+00
0.000000000000000000e+00,9.898989898989898548e-03,1.166923381076728328e+00
0.000000000000000000e+00,1.979797979797979710e-02,1.161967418234095328e+00
0.000000000000000000e+00,2.969696969696969391e-02,1.157011644811580364e+00
0.000000000000000000e+00,3.959595959595959419e-02,1.152056063250660456e+00
0.000000000000000000e+00,4.949494949494949447e-02,1.147100676034764177e+00
0.000000000000000000e+00,5.939393939393938782e-02,1.142145485690168050e+00
0.000000000000000000e+00,6.929292929292929504e-02,1.137190494786904704e+00
0.000000000000000000e+00,7.919191919191918838e-02,1.132235705939729886e+00
0.000000000000000000e+00,8.909090909090908172e-02,1.127281121809086128e+00
0.000000000000000000e+00,9.898989898989898895e-02,1.122326745102096623e+00
0.000000000000000000e+00,1.088888888888888823e-01,1.117372578573593289e+00
0.000000000000000000e+00,1.187878787878787756e-01,1.112418625027177033e+00
0.000000000000000000e+00,1.286868686868686829e-01,1.107464887316263136e+00
0.000000000000000000e+00,1.385858585858585901e-01,1.102511368345234555e+00
0.000000000000000000e+00,1.484848484848484695e-01,1.097558071070538821e+00
0.000000000000000000e+00,1.583838383838383768e-01,1.092604998501871316e+00
0.000000000000000000e+00,1.682828282828282840e-01,1.087652153703372759e+00
0.000000000000000000e+00,1.781818181818181634e-01,1.082699539794862442e+00
0.000000000000000000e+00,1.880808080808080707e-01,1.077747159953091005e+00
0.000000000000000000e+00,1.979797979797979779e-01,1.072795017413045171e+00
0.000000000000000000e+00,2.078787878787878574e-01,1.067843115469283122e+00
0.000000000000000000e+00,2.177777777777777646e-01,1.062891457477297630e+00
0.000000000000000000e+00,2.276767676767676718e-01,1.057940046854934479e+00
0.000000000000000000e+00,2.375757575757575513e-01,1.052988887083825764e+00
0.000000000000000000e+00,2.474747474747474585e-01,1.048037981710885580e+00
0.000000000000000000e+00,2.573737373737373657e-01,1.043087334349842354e+00
0.000000000000000000e+00,2.672727272727272729e-01,1.038136948682798488e+00
0.000000000000000000e+00,2.771717171717171802e-01,1.033186828461852169e+00
0.000000000000000000e+00,2.870707070707070319e-01,1.028236977510760708e+00
0.000000000000000000e+00,2.969696969696969391e-01,1.023287399726649616e+00
0.000000000000000000e+00,3.068686868686868463e-01,1.018338099081767645e+00
0.000000000000000000e+00,3.167676767676767535e-01,1.013389079625288014e+00
0.000000000000000000e+00,3.266666666666666607e-01,1.008440345485186906e+00
0.000000000000000000e+00,3.365656565656565680e-01,1.003491900870137066e+00
0.000000000000000000e+00,3.464646464646464752e-01,9.985437500714945402e-01
0.000000000000000000e+00,3.563636363636363269e-01,9.935958974653105180e-01
0.000000000000000000e+00,3.662626262626262341e-01,9.886483475144374200e-01
0.000000000000000000e+00,3.761616161616161413e-01,9.837011047706553102e-01
0.000000000000000000e+00,3.860606060606060486e-01,9.787541738769049982e-01
0.000000000000000000e+00,3.959595959595959558e-01,9.738075595695490083e-01
0.000000000000000000e+00,4.058585858585858630e-01,9.688612666807315810e-01
0.000000000000000000e+00,4.157575757575757147e-01,9.639153001407881893e-01
0.000000000000000000e+00,4.256565656565656219e-01,9.589696649807346596e-01
0.000000000000000000e+00,4.355555555555555292e-01,9.540243663348449976e-01
0.000000000000000000e+00,4.454545454545454364e-01,9.490794094432768446e-01
