# x, r_0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.382800000000004914e+00,2.377500000000000099e-02,0.000000000000000000e+00
1.111111111111111154e-02,1.111111111111075418e-02,0.000000000000000000e+00,5.400338000000001415e+00,2.389299999999999757e-02,0.000000000000000000e+00
2.222222222222222307e-02,2.222222222222179633e-02,0.000000000000000000e+00,5.418795999999999502e+00,2.402100000000000068e-02,0.000000000000000000e+00
3.333333333333333287e-02,3.333333333333295817e-02,0.000000000000000000e+00,5.438212000000003599e+00,2.415700000000000139e-02,0.000000000000000000e+00
4.444444444444444614e-02,4.444444444444400899e-02,0.000000000000000000e+00,5.458616000000000135e+00,2.430199999999999722e-02,0.000000000000000000e+00
5.555555555555555941e-02,5.555555555555500430e-02,0.000000000000000000e+00,5.480057000000002176e+00,2.445799999999999710e-02,0.000000000000000000e+00
6.666666666666666574e-02,6.666666666666618002e-02,0.000000000000000000e+00,5.502575000000002881e+00,2.462199999999999805e-02,0.000000000000000000e+00
7.777777777777777901e-02,7.777777777777739043e-02,0.000000000000000000e+00,5.526237000000002730e+00,2.479699999999999613e-02,0.000000000000000000e+00
8.888888888888889228e-02,8.888888888888840656e-02,0.000000000000000000e+00,5.551090000000004743e+00,2.498300000000000173e-02,0.000000000000000000e+00
1.000000000000000056e-01,9.999999999999953371e-02,0.000000000000000000e+00,5.577211000000005470e+00,2.518199999999999952e-02,0.000000000000000000e+00
1.111111111111111188e-01,1.111111111111104804e-01,0.000000000000000000e+00,5.604627000000001580e+00,2.539000000000000284e-02,0.000000000000000000e+00
1.222222222222222321e-01,1.222222222222218296e-01,0.000000000000000000e+00,5.633410000000003137e+00,2.561299999999999688e-02,0.000000000000000000e+00
1.333333333333333315e-01,1.333333333333328874e-01,0.000000000000000000e+00,5.663664000000002474e+00,2.584999999999999798e-02,0.000000000000000000e+00
1.444444444444444586e-01,1.444444444444438758e-01,0.000000000000000000e+00,5.695414000000003973e+00,2.610200000000000367e-02,0.000000000000000000e+00
1.555555555555555580e-01,1.555555555555553360e-01,0.000000000000000000e+00,5.728767999999998750e+00,2.636700000000000155e-02,0.000000000000000000e+00
1.666666666666666852e-01,1.666666666666661301e-01,0.000000000000000000e+00,5.763775999999999122e+00,2.664800000000000155e-02,0.000000000000000000e+00
1.777777777777777846e-01,1.777777777777771739e-01,0.000000000000000000e+00,5.800540000000004248e+00,2.694999999999999826e-02,0.000000000000000000e+00
1.888888888888888840e-01,1.888888888888884121e-01,0.000000000000000000e+00,5.839124000000005310e+00,2.726699999999999610e-02,0.000000000000000000e+00
2.000000000000000111e-01,1.999999999999996225e-01,0.000000000000000000e+00,5.879692000000003915e+00,2.760199999999999806e-02,0.000000000000000000e+00
2.111111111111111105e-01,2.111111111111104999e-01,0.000000000000000000e+00,5.922253000000003986e+00,2.795800000000000021e-02,0.000000000000000000e+00
2.222222222222222376e-01,2.222222222222214050e-01,0.000000000000000000e+00,5.966977000000003528e+00,2.833499999999999908e-02,0.000000000000000000e+00
2.333333333333333370e-01,2.333333333333327542e-01,0.000000000000000000e+00,6.013913000000005837e+00,2.873299999999999813e-02,0.000000000000000000e+00
2.444444444444444642e-01,2.444444444444441866e-01,0.000000000000000000e+00,6.063254000000006805e+00,2.915500000000000036e-02,0.000000000000000000e+00
2.555555555555555913e-01,2.555555555555548142e-01,0.000000000000000000e+00,6.115060999999998081e+00,2.960199999999999984e-02,0.000000000000000000e+00
2.666666666666666630e-01,2.666666666666664964e-01,0.000000000000000000e+00,6.169514999999995197e+00,3.007300000000000251e-02,0.000000000000000000e+00
2.777777777777777901e-01,2.777777777777774570e-01,0.000000000000000000e+00,6.226709999999998857e+00,3.057600000000000248e-02,0.000000000000000000e+00
2.888888888888889173e-01,2.888888888888880291e-01,0.000000000000000000e+00,6.286835000000002616e+00,3.110500000000000070e-02,0.000000000000000000e+00
2.999999999999999889e-01,2.999999999999994338e-01,0.000000000000000000e+00,6.349986000000003017e+00,3.166700000000000070e-02,0.000000000000000000e+00
3.111111111111111160e-01,3.111111111111108385e-01,0.000000000000000000e+00,6.416427000000003211e+00,3.225899999999999601e-02,0.000000000000000000e+00
