# x, r_0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.382800000000004914e+00
1.262626262626262603e-02,1.262626262626226695e-02,0.000000000000000000e+00,5.402801999999998550e+00
2.525252525252525207e-02,2.525252525252485655e-02,0.000000000000000000e+00,5.423991000000000895e+00
3.787878787878787984e-02,3.787878787878742881e-02,0.000000000000000000e+00,5.446437999999997004e+00
5.050505050505050414e-02,5.050505050505013638e-02,0.000000000000000000e+00,5.470190000000003216e+00
6.313131313131313538e-02,6.313131313131263578e-02,0.000000000000000000e+00,5.495293000000002870e+00
7.575757575757575968e-02,7.575757575757534334e-02,0.000000000000000000e+00,5.521864000000004324e+00
8.838383838383838398e-02,8.838383838383774560e-02,0.000000000000000000e+00,5.549963000000000868e+00
1.010101010101010083e-01,1.010101010101005781e-01,0.000000000000000000e+00,5.579644000000004489e+00
1.136363636363636326e-01,1.136363636363630636e-01,0.000000000000000000e+00,5.611040000000003580e+00
1.262626262626262708e-01,1.262626262626257989e-01,0.000000000000000000e+00,5.644263000000000474e+00
1.388888888888888951e-01,1.388888888888883399e-01,0.000000000000000000e+00,5.679334000000003435e+00
1.515151515151515194e-01,1.515151515151510475e-01,0.000000000000000000e+00,5.716442000000002466e+00
1.641414141414141437e-01,1.641414141414138661e-01,0.000000000000000000e+00,5.755669000000001034e+00
1.767676767676767680e-01,1.767676767676761296e-01,0.000000000000000000e+00,5.797112999999997740e+00
1.893939393939393923e-01,1.893939393939390314e-01,0.000000000000000000e+00,5.840938000000004848e+00
2.020202020202020166e-01,2.020202020202016835e-01,0.000000000000000000e+00,5.887251000000001788e+00
2.146464646464646409e-01,2.146464646464640302e-01,0.000000000000000000e+00,5.936227999999999838e+00
2.272727272727272652e-01,2.272727272727270431e-01,0.000000000000000000e+00,5.988011000000002859e+00
2.398989898989898895e-01,2.398989898989892233e-01,0.000000000000000000e+00,6.042773000000004835e+00
2.525252525252525415e-01,2.525252525252519309e-01,0.000000000000000000e+00,6.100657999999997472e+00
2.651515151515151381e-01,2.651515151515148605e-01,0.000000000000000000e+00,6.161911999999998280e+00
2.777777777777777901e-01,2.777777777777774570e-01,0.000000000000000000e+00,6.226709999999998857e+00
2.904040404040403867e-01,2.904040404040401646e-01,0.000000000000000000e+00,6.295270000000002142e+00
3.030303030303030387e-01,3.030303030303028167e-01,0.000000000000000000e+00,6.367796999999999485e+00
3.156565656565656353e-01,3.156565656565651357e-01,0.000000000000000000e+00,6.444562999999999597e+00
3.282828282828282873e-01,3.282828282828277322e-01,0.000000000000000000e+00,6.525847000000001508e+00
3.409090909090908839e-01,3.409090909090904398e-01,0.000000000000000000e+00,6.611925000000002051e+00
3.535353535353535359e-01,3.535353535353527588e-01,0.000000000000000000e+00,6.703104000000000617e+00
3.661616161616161325e-01,3.661616161616160769e-01,0.000000000000000000e+00,6.799720999999999904e+00
3.787878787878787845e-01,3.787878787878780629e-01,0.000000000000000000e+00,6.902096999999998594e+00
3.914141414141413811e-01,3.914141414141412145e-01,0.000000000000000000e+00,7.010685999999998863e+00
4.040404040404040331e-01,4.040404040404039776e-01,0.000000000000000000e+00,7.125820999999999295e+00
4.166666666666666852e-01,4.166666666666659080e-01,0.000000000000000000e+00,7.248020999999999603e+00
4.292929292929292817e-01,4.292929292929287821e-01,0.000000000000000000e+00,7.377728000000000286e+00
4.419191919191919338e-01,4.419191919191913787e-01,0.000000000000000000e+00,7.515464000000002365e+00
4.545454545454545303e-01,4.545454545454540307e-01,0.000000000000000000e+00,7.661799000000001136e+00
4.671717171717171824e-01,4.671717171717169048e-01,0.000000000000000000e+00,7.817383000000005744e+00
4.797979797979797789e-01,4.797979797979787242e-01,0.000000000000000000e+00,7.982887999999996431e+00
4.924242424242424310e-01,4.924242424242418759e-01,0.000000000000000000e+00,8.158950999999996512e+00
