X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.51702452,0.216130029,0.183561178,0.103870016,0.213589637,0.215301521,0.262924177,0.230333067,0.183096389,0.200824646,0.214721577,0.16682489,0.071054712,0.071513056,0.15205938,0.072087383
0.109883336,0.633594184,0.175784686,0.072941552,0.033405377,0.072215002,0.089840482,0.10993704,0.108919319,0.090404391,0.033361734,0.072164942,0.137804495,0.110096338,0.041951828,0.033776397
0.016261005,0.140371713,0.875127936,0.149546121,0.088509244,0.036022918,0.108617708,0.201205942,0.139376374,0.067089221,0.077910161,0.046217385,0.05606854,0.058040458,0.046352755,0.016003819
0.020306001,0.020171488,0.459834432,1.582829103,0.609805593,0.168672776,0.06239997,0.169181238,0.127862736,0.185720972,0.129088743,0.070515524,0.029096315,0.037160175,0.029103628,0.020174629
4.75238E-06,0.0049652,0.076891873,0.647633258,1.183964043,0.402398162,0.19228025,0.207979639,0.109974703,0.150730846,0.077504244,0.101424918,0.029074711,0.027932567,0.037269414,0.028831807
0.017332758,0.017907412,0.053412899,0.125214411,0.363692521,0.554450709,0.36213059,0.195981304,0.125504715,0.149124928,0.089422408,0.077346612,0.043014916,0.041508175,0.017479058,0.007105432
0.086171549,0.068640989,0.010880728,1.61785E-11,0.08375675,0.491277808,0.453089891,0.512015142,0.317625993,0.143755819,0.260305514,0.145070051,0.123759505,0.088470458,0.028802531,9.93261E-43
0.042786064,0.097193765,0.199216964,0.172041798,0.144367496,0.163576852,0.217837663,0.384673113,0.310782591,0.264247671,0.171638371,0.226891039,0.114490031,0.1255236,0.051003406,0.014158292
0.006695288,0.006650854,0.263486581,0.201654409,0.067023991,0.079045479,0.176056602,0.323156164,0.29950975,0.226194148,0.164693953,0.055035378,0.190497478,0.078366288,0.067445707,0.043230808
0.024326554,0.015733824,0.053898425,0.151090451,0.093368936,0.123463176,0.231503808,0.260078492,0.210214862,0.368840597,0.133402319,0.062990995,0.094344387,0.092496673,0.103038083,0.015026711
0.030389689,0.054415587,0.042150494,0.175336738,0.11516619,0.209449375,0.162232112,0.138464409,0.248126269,0.354948493,0.428912061,0.259988062,0.151403385,0.091549238,0.030568746,0.041827479
2.50459E-15,0.01941782,0.020147072,0.059483545,0.032208833,0.12358,0.18952045,0.136591495,0.163269577,0.149015705,0.318336582,0.358054417,0.213332226,0.15049859,0.084892548,0.03276874
0.059082963,0.020021591,1.11217E-11,0.058296156,0.072381932,0.228757506,0.137091473,0.200671795,0.227749525,0.267536159,0.188981592,0.292222443,0.305115645,0.123649376,0.058057989,0.020018912
0.00629058,0.040725476,0.006473005,0.029283773,0.052935606,0.075491658,0.156979454,0.087762515,0.250219916,0.087194825,0.203116028,0.214701617,0.331802303,0.296907089,0.145336964,0.017849568
3.55004E-17,8.72211E-17,0.015369965,0.125747463,0.042734279,0.153222104,0.181703689,0.34787453,0.178798843,0.291890414,0.181280152,0.236943593,0.543243702,0.4293623,0.573303318,0.126402245
0.07906753,0.079997736,1.99074E-51,3.62719E-18,0.029745631,0.081559255,0.236646129,0.13133556,0.080933622,0.135270636,0.133012912,0.078227263,0.132719887,7.87028E-34,0.131951855,0.030216084
