# xI, xA, R0
0.000000000000000000e+00,0.000000000000000000e+00,1.543343149750449284e+00
0.000000000000000000e+00,9.898989898989898548e-03,1.536926786831186664e+00
0.000000000000000000e+00,1.979797979797979710e-02,1.530510626884834968e+00
0.000000000000000000e+00,2.969696969696969391e-02,1.524094672442937171e+00
0.000000000000000000e+00,3.959595959595959419e-02,1.517678926079133683e+00
0.000000000000000000e+00,4.949494949494949447e-02,1.511263390410028107e+00
0.000000000000000000e+00,5.939393939393938782e-02,1.504848068096091174e+00
0.000000000000000000e+00,6.929292929292929504e-02,1.498432961842574240e+00
0.000000000000000000e+00,7.919191919191918838e-02,1.492018074400447425e+00
0.000000000000000000e+00,8.909090909090908172e-02,1.485603408567384820e+00
0.000000000000000000e+00,9.898989898989898895e-02,1.479188967188725279e+00
0.000000000000000000e+00,1.088888888888888823e-01,1.472774753158514027e+00
0.000000000000000000e+00,1.187878787878787756e-01,1.466360769420526733e+00
0.000000000000000000e+00,1.286868686868686829e-01,1.459947018969349974e+00
0.000000000000000000e+00,1.385858585858585901e-01,1.453533504851465485e+00
0.000000000000000000e+00,1.484848484848484695e-01,1.447120230166384802e+00
0.000000000000000000e+00,1.583838383838383768e-01,1.440707198067795236e+00
0.000000000000000000e+00,1.682828282828282840e-01,1.434294411764741817e+00
0.000000000000000000e+00,1.781818181818181634e-01,1.427881874522851424e+00
0.000000000000000000e+00,1.880808080808080707e-01,1.421469589665563804e+00
0.000000000000000000e+00,1.979797979797979779e-01,1.415057560575419870e+00
0.000000000000000000e+00,2.078787878787878574e-01,1.408645790695382427e+00
0.000000000000000000e+00,2.177777777777777646e-01,1.402234283530160219e+00
0.000000000000000000e+00,2.276767676767676718e-01,1.395823042647618584e+00
0.000000000000000000e+00,2.375757575757575513e-01,1.389412071680188099e+00
0.000000000000000000e+00,2.474747474747474585e-01,1.383001374326316757e+00
0.000000000000000000e+00,2.573737373737373657e-01,1.376590954351982310e+00
0.000000000000000000e+00,2.672727272727272729e-01,1.370180815592221713e+00
0.000000000000000000e+00,2.771717171717171802e-01,1.363770961952728289e+00
0.000000000000000000e+00,2.870707070707070319e-01,1.357361397411456005e+00
0.000000000000000000e+00,2.969696969696969391e-01,1.350952126020304345e+00
0.000000000000000000e+00,3.068686868686868463e-01,1.344543151906832046e+00
0.000000000000000000e+00,3.167676767676767535e-01,1.338134479276018807e+00
0.000000000000000000e+00,3.266666666666666607e-01,1.331726112412075169e+00
0.000000000000000000e+00,3.365656565656565680e-01,1.325318055680325013e+00
0.000000000000000000e+00,3.464646464646464752e-01,1.318910313529093381e+00
0.000000000000000000e+00,3.563636363636363269e-01,1.312502890491704877e+00
0.000000000000000000e+00,3.662626262626262341e-01,1.306095791188491173e+00
0.000000000000000000e+00,3.761616161616161413e-01,1.299689020328901767e+00
0.000000000000000000e+00,3.860606060606060486e-01,1.293282582713611406e+00
0.000000000000000000e+00,3.959595959595959558e-01,1.286876483236762514e+00
0.000000000000000000e+00,4.058585858585858630e-01,1.280470726888223165e+00
0.000000000000000000e+00,4.157575757575757147e-01,1.274065318755910337e+00
0.000000000000000000e+00,4.256565656565656219e-01,1.267660264028230621e+00
0.000000000000000000e+00,4.355555555555555292e-01,1.261255567996518057e+00
0.000000000000000000e+00,4.454545454545454364e-01,1.254851236057602959e+00
0.000000000000000000e+00,4.553535353535353436e-01,1.248447273716443817e+00
0.000000000000000000e+00,4.652525252525252508e-01,1.242043686588815365e+00
0.000000000000000000e+00,4.751515151515151025e-01,1.235640480404095909e+00
0.000000000000000000e+00,4.850505050505050098e-01,1.229237661008146576e+00
0.000000000000000000e+00,4.949494949494949170e-01,1.222835234366260515e+00
0.000000000000000000e+00,5.048484848484848797e-01,1.216433206566198244e+00
0.000000000000000000e+00,5.147474747474747314e-01,1.210031583821336909e+00
0.000000000000000000e+00,5.246464646464645831e-01,1.203630372473902810e+00
0.000000000000000000e+00,5.345454545454545459e-01,1.197229578998303179e+00
0.000000000000000000e+00,5.444444444444443976e-01,1.190829210004558547e+00
0.000000000000000000e+00,5.543434343434343603e-01,1.184429272241852793e+00
0.000000000000000000e+00,5.642424242424242120e-01,1.178029772602194880e+00
0.000000000000000000e+00,5.741414141414140637e-01,1.171630718124170301e+00
0.000000000000000000e+00,5.840404040404040265e-01,1.165232115996842843e+00
0.000000000000000000e+00,5.939393939393938782e-01,1.158833973563766717e+00
0.000000000000000000e+00,6.038383838383838409e-01,1.152436298327128794e+00
0.000000000000000000e+00,6.137373737373736926e-01,1.146039097952008756e+00
0.000000000000000000e+00,6.236363636363636553e-01,1.139642380270810440e+00
0.000000000000000000e+00,6.335353535353535070e-01,1.133246153287801095e+00
0.000000000000000000e+00,6.434343434343433588e-01,1.126850425183814730e+00
0.000000000000000000e+00,6.533333333333333215e-01,1.120455204321120890e+00
0.000000000000000000e+00,6.632323232323231732e-01,1.114060499248426428e+00
0.000000000000000000e+00,6.731313131313131359e-01,1.107666318706070241e+00
0.000000000000000000e+00,6.830303030303029876e-01,1.101272671631365219e+00
0.000000000000000000e+00,6.929292929292929504e-01,1.094879567164148026e+00
0.000000000000000000e+00,7.028282828282828021e-01,1.088487014652474771e+00
0.000000000000000000e+00,7.127272727272726538e-01,1.082095023658569577e+00
0.000000000000000000e+00,7.226262626262626165e-01,1.075703603964901056e+00
0.000000000000000000e+00,7.325252525252524682e-01,1.069312765580531455e+00
0.000000000000000000e+00,7.424242424242424310e-01,1.062922518747639655e+00
0.000000000000000000e+00,7.523232323232322827e-01,1.056532873948292650e+00
0.000000000000000000e+00,7.622222222222221344e-01,1.050143841911460152e+00
0.000000000000000000e+00,7.721212121212120971e-01,1.043755433620223494e+00
0.000000000000000000e+00,7.820202020202019488e-01,1.037367660319311158e+00
0.000000000000000000e+00,7.919191919191919116e-01,1.030980533522843023e+00
0.000000000000000000e+00,8.018181818181817633e-01,1.024594065022363942e+00
0.000000000000000000e+00,8.117171717171717260e-01,1.018208266895185954e+00
0.000000000000000000e+00,8.216161616161615777e-01,1.011823151512989405e+00
0.000000000000000000e+00,8.315151515151514294e-01,1.005438731550781339e+00
0.000000000000000000e+00,8.414141414141413922e-01,9.990550199961322209e-01
0.000000000000000000e+00,8.513131313131312439e-01,9.926720301587879103e-01
0.000000000000000000e+00,8.612121212121212066e-01,9.862897756805999450e-01
0.000000000000000000e+00,8.711111111111110583e-01,9.799082705458594944e-01
0.000000000000000000e+00,8.810101010101010210e-01,9.735275290919822577e-01
0.000000000000000000e+00,8.909090909090908728e-01,9.671475660206001468e-01
0.000000000000000000e+00,9.008080808080807245e-01,9.607683964090899531e-01
0.000000000000000000e+00,9.107070707070706872e-01,9.543900357225064690e-01
0.000000000000000000e+00,9.206060606060605389e-01,9.480124998259826796e-01
0.000000000000000000e+00,9.305050505050505016e-01,9.416358049976122357e-01
0.000000000000000000e+00,9.404040404040403534e-01,9.352599679418061029e-01
0.000000000000000000e+00,9.503030303030302051e-01,9.288850058031845602e-01
0.000000000000000000e+00,9.602020202020201678e-01,9.225109361810004405e-01
0.000000000000000000e+00,9.701010101010100195e-01,9.161377771441168161e-01
0.000000000000000000e+00,9.799999999999999822e-01,9.097655472465943083e-01
9.898989898989898548e-03,0.000000000000000000e+00,1.541577298299462662e+00
9.898989898989898548e-03,9.898989898989898548e-03,1.535160715568081757e+00
9.898989898989898548e-03,1.979797979797979710e-02,1.528744334234436231e+00
9.898989898989898548e-03,2.969696969696969391e-02,1.522328156813687938e+00
9.898989898989898548e-03,3.959595959595959419e-02,1.515912185862880346e+00
9.898989898989898548e-03,4.949494949494949447e-02,1.509496423981807389e+00
9.898989898989898548e-03,5.939393939393938782e-02,1.503080873813898100e+00
9.898989898989898548e-03,6.929292929292929504e-02,1.496665538047133426e+00
9.898989898989898548e-03,7.919191919191918838e-02,1.490250419415003025e+00
9.898989898989898548e-03,8.909090909090908172e-02,1.483835520697440069e+00
9.898989898989898548e-03,9.898989898989898895e-02,1.477420844721832882e+00
9.898989898989898548e-03,1.088888888888888823e-01,1.471006394364014813e+00
9.898989898989898548e-03,1.187878787878787756e-01,1.464592172549324722e+00
9.898989898989898548e-03,1.286868686868686829e-01,1.458178182253645039e+00
9.898989898989898548e-03,1.385858585858585901e-01,1.451764426504513539e+00
9.898989898989898548e-03,1.484848484848484695e-01,1.445350908382244892e+00
9.898989898989898548e-03,1.583838383838383768e-01,1.438937631021062646e+00
9.898989898989898548e-03,1.682828282828282840e-01,1.432524597610292494e+00
9.898989898989898548e-03,1.781818181818181634e-01,1.426111811395566198e+00
9.898989898989898548e-03,1.880808080808080707e-01,1.419699275680068373e+00
9.898989898989898548e-03,1.979797979797979779e-01,1.413286993825809912e+00
9.898989898989898548e-03,2.078787878787878574e-01,1.406874969254928498e+00
9.898989898989898548e-03,2.177777777777777646e-01,1.400463205451042192e+00
9.898989898989898548e-03,2.276767676767676718e-01,1.394051705960636767e+00
9.898989898989898548e-03,2.375757575757575513e-01,1.387640474394452816e+00
9.898989898989898548e-03,2.474747474747474585e-01,1.381229514428972571e+00
9.898989898989898548e-03,2.573737373737373657e-01,1.374818829807907372e+00
9.898989898989898548e-03,2.672727272727272729e-01,1.368408424343712904e+00
9.898989898989898548e-03,2.771717171717171802e-01,1.361998301919187471e+00
9.898989898989898548e-03,2.870707070707070319e-01,1.355588466489084043e+00
9.898989898989898548e-03,2.969696969696969391e-01,1.349178922081792020e+00
9.898989898989898548e-03,3.068686868686868463e-01,1.342769672801016334e+00
9.898989898989898548e-03,3.167676767676767535e-01,1.336360722827568015e+00
9.898989898989898548e-03,3.266666666666666607e-01,1.329952076421153428e+00
9.898989898989898548e-03,3.365656565656565680e-01,1.323543737922249441e+00
9.898989898989898548e-03,3.464646464646464752e-01,1.317135711753997462e+00
9.898989898989898548e-03,3.563636363636363269e-01,1.310728002424187633e+00
9.898989898989898548e-03,3.662626262626262341e-01,1.304320614527275879e+00
9.898989898989898548e-03,3.761616161616161413e-01,1.297913552746449817e+00
9.898989898989898548e-03,3.860606060606060486e-01,1.291506821855790133e+00
9.898989898989898548e-03,3.959595959595959558e-01,1.285100426722462830e+00
9.898989898989898548e-03,4.058585858585858630e-01,1.278694372308984750e+00
9.898989898989898548e-03,4.157575757575757147e-01,1.272288663675557707e+00
9.898989898989898548e-03,4.256565656565656219e-01,1.265883305982465457e+00
9.898989898989898548e-03,4.355555555555555292e-01,1.259478304492553935e+00
9.898989898989898548e-03,4.454545454545454364e-01,1.253073664573759238e+00
9.898989898989898548e-03,4.553535353535353436e-01,1.246669391701749730e+00
9.898989898989898548e-03,4.652525252525252508e-01,1.240265491462602343e+00
9.898989898989898548e-03,4.751515151515151025e-01,1.233861969555598348e+00
9.898989898989898548e-03,4.850505050505050098e-01,1.227458831796077954e+00
9.898989898989898548e-03,4.949494949494949170e-01,1.221056084118382623e+00
9.898989898989898548e-03,5.048484848484848797e-01,1.214653732578921064e+00
9.898989898989898548e-03,5.147474747474747314e-01,1.208251783359264975e+00
