# day, deaths
0.000000000000000000e+00,3.251485650260777038e+04
1.000000000000000000e+00,3.251485650260777038e+04
2.000000000000000000e+00,3.251545529783321399e+04
3.000000000000000000e+00,3.251648605064566436e+04
4.000000000000000000e+00,3.251778747512508926e+04
5.000000000000000000e+00,3.251923890426252910e+04
6.000000000000000000e+00,3.252075673270480183e+04
7.000000000000000000e+00,3.252228628817879144e+04
8.000000000000000000e+00,3.252379357543076549e+04
9.000000000000000000e+00,3.252525857202524276e+04
1.000000000000000000e+01,3.252667033883093973e+04
1.100000000000000000e+01,3.252802366638828244e+04
1.200000000000000000e+01,3.252931686192357301e+04
1.300000000000000000e+01,3.253055032729560116e+04
1.400000000000000000e+01,3.253172566359757911e+04
1.500000000000000000e+01,3.253284511748604928e+04
1.600000000000000000e+01,3.253391124531004607e+04
1.700000000000000000e+01,3.253492671415431687e+04
1.800000000000000000e+01,3.253589418792085053e+04
1.900000000000000000e+01,3.253681626557368145e+04
2.000000000000000000e+01,3.253769545093778288e+04
2.100000000000000000e+01,3.253853414124276969e+04
2.200000000000000000e+01,3.253933462653655442e+04
2.300000000000000000e+01,3.254009909519778012e+04
2.400000000000000000e+01,3.254082964269908553e+04
2.500000000000000000e+01,3.254152828197370036e+04
2.600000000000000000e+01,3.254219695447433332e+04
2.700000000000000000e+01,3.254283754145704734e+04
2.800000000000000000e+01,3.254345187529470422e+04
2.900000000000000000e+01,3.254404175078273693e+04
3.000000000000000000e+01,3.254460893649556601e+04
3.100000000000000000e+01,3.254515518630221050e+04
3.200000000000000000e+01,3.254568225118667760e+04
3.300000000000000000e+01,3.254619189153193292e+04
3.400000000000000000e+01,3.254668589004511887e+04
3.500000000000000000e+01,3.254716606551046425e+04
3.600000000000000000e+01,3.254763428756331996e+04
3.700000000000000000e+01,3.254809249270581495e+04
3.800000000000000000e+01,3.254854270178381557e+04
3.900000000000000000e+01,3.254898703917523380e+04
4.000000000000000000e+01,3.254942775396286743e+04
4.100000000000000000e+01,3.254986724338500790e+04
4.200000000000000000e+01,3.255030807889787684e+04
4.300000000000000000e+01,3.255075303521381284e+04
4.400000000000000000e+01,3.255120512272698033e+04
4.500000000000000000e+01,3.255166762378231215e+04
4.600000000000000000e+01,3.255214413329926174e+04
4.700000000000000000e+01,3.255263860432836736e+04
4.800000000000000000e+01,3.255315539917819478e+04
4.900000000000000000e+01,3.255369934684052350e+04
5.000000000000000000e+01,3.255427580751908681e+04
5.100000000000000000e+01,3.255489074517154950e+04
5.200000000000000000e+01,3.255555080908347372e+04
5.300000000000000000e+01,3.255626342560908961e+04
5.400000000000000000e+01,3.255703690135878787e+04
5.500000000000000000e+01,3.255788053925440181e+04
5.600000000000000000e+01,3.255880476904448733e+04
5.700000000000000000e+01,3.255982129405088926e+04
5.800000000000000000e+01,3.256094325612052126e+04
5.900000000000000000e+01,3.256218542097041063e+04
6.000000000000000000e+01,3.256356438635333325e+04
6.100000000000000000e+01,3.256509881572156883e+04
6.200000000000000000e+01,3.256680970034009442e+04
6.300000000000000000e+01,3.256872065308356832e+04
6.400000000000000000e+01,3.257085823744925074e+04
6.500000000000000000e+01,3.257325233562097128e+04
6.600000000000000000e+01,3.257593655972047418e+04
6.700000000000000000e+01,3.257894871067552594e+04
6.800000000000000000e+01,3.258233128939678136e+04
6.900000000000000000e+01,3.258613206517762592e+04
7.000000000000000000e+01,3.259040470638364422e+04
7.100000000000000000e+01,3.259520947854748374e+04
7.200000000000000000e+01,3.260061401489349737e+04
7.300000000000000000e+01,3.260669416402882780e+04
7.400000000000000000e+01,3.261353491899221262e+04
7.500000000000000000e+01,3.262123143096001877e+04
