# day, deaths
0.000000000000000000e+00,3.504552959754555923e+04
1.000000000000000000e+00,3.504552959754555923e+04
2.000000000000000000e+00,3.504555397654130502e+04
3.000000000000000000e+00,3.504559253742057626e+04
4.000000000000000000e+00,3.504564024398278707e+04
5.000000000000000000e+00,3.504569342885109654e+04
6.000000000000000000e+00,3.504574955036390747e+04
7.000000000000000000e+00,3.504580691113228386e+04
8.000000000000000000e+00,3.504586441282383748e+04
9.000000000000000000e+00,3.504592136752560327e+04
1.000000000000000000e+01,3.504597736218410137e+04
1.100000000000000000e+01,3.504603216511788924e+04
1.200000000000000000e+01,3.504608566324488493e+04
1.300000000000000000e+01,3.504613782071050809e+04
1.400000000000000000e+01,3.504618865202482266e+04
1.500000000000000000e+01,3.504623820486228942e+04
1.600000000000000000e+01,3.504628654923774593e+04
1.700000000000000000e+01,3.504633377086359542e+04
1.800000000000000000e+01,3.504637996724741242e+04
1.900000000000000000e+01,3.504642524559683807e+04
2.000000000000000000e+01,3.504646972192245448e+04
2.100000000000000000e+01,3.504651352096062328e+04
2.200000000000000000e+01,3.504655677667036070e+04
2.300000000000000000e+01,3.504659963315848290e+04
2.400000000000000000e+01,3.504664224594894768e+04
2.500000000000000000e+01,3.504668478354602121e+04
2.600000000000000000e+01,3.504672742928013759e+04
2.700000000000000000e+01,3.504677038343093591e+04
2.800000000000000000e+01,3.504681386564663990e+04
2.900000000000000000e+01,3.504685811768292479e+04
3.000000000000000000e+01,3.504690340649435529e+04
3.100000000000000000e+01,3.504695002772221051e+04
3.200000000000000000e+01,3.504699830962339183e+04
3.300000000000000000e+01,3.504704861750145938e+04
3.400000000000000000e+01,3.504710135870038357e+04
3.500000000000000000e+01,3.504715698823430284e+04
3.600000000000000000e+01,3.504721601513813948e+04
3.700000000000000000e+01,3.504727900963031425e+04
3.800000000000000000e+01,3.504734661119241355e+04
3.900000000000000000e+01,3.504741953768576059e+04
4.000000000000000000e+01,3.504749859563923383e+04
4.100000000000000000e+01,3.504758469185746071e+04
4.200000000000000000e+01,3.504767884652093198e+04
4.300000000000000000e+01,3.504778220797043468e+04
4.400000000000000000e+01,3.504789606939121586e+04
4.500000000000000000e+01,3.504802188764154562e+04
4.600000000000000000e+01,3.504816130449953926e+04
4.700000000000000000e+01,3.504831617063946760e+04
4.800000000000000000e+01,3.504848857268410211e+04
4.900000000000000000e+01,3.504868086372622201e+04
5.000000000000000000e+01,3.504889569776121061e+04
5.100000000000000000e+01,3.504913606852547673e+04
5.200000000000000000e+01,3.504940535329940030e+04
5.300000000000000000e+01,3.504970736230033799e+04
5.400000000000000000e+01,3.505004639436862635e+04
5.500000000000000000e+01,3.505042729973389214e+04
5.600000000000000000e+01,3.505085555074465810e+04
5.700000000000000000e+01,3.505133732154732570e+04
5.800000000000000000e+01,3.505187957781750447e+04
5.900000000000000000e+01,3.505249017777571862e+04
6.000000000000000000e+01,3.505317798585350101e+04
6.100000000000000000e+01,3.505395300053729443e+04
6.200000000000000000e+01,3.505482649807434063e+04
6.300000000000000000e+01,3.505581119391087122e+04
6.400000000000000000e+01,3.505692142391888046e+04
6.500000000000000000e+01,3.505817334767202556e+04
6.600000000000000000e+01,3.505958517624521483e+04
6.700000000000000000e+01,3.506117742722383264e+04
6.800000000000000000e+01,3.506297320983470127e+04
6.900000000000000000e+01,3.506499854331659299e+04
7.000000000000000000e+01,3.506728271185256017e+04
7.100000000000000000e+01,3.506985865955087502e+04
7.200000000000000000e+01,3.507276342909425148e+04
7.300000000000000000e+01,3.507603864773153327e+04
7.400000000000000000e+01,3.507973106425865990e+04
7.500000000000000000e+01,3.508389314047021617e+04
7.600000000000000000e+01,3.508858370022723102e+04
7.700000000000000000e+01,3.509386863872315735e+04
7.800000000000000000e+01,3.509982169366360904e+04
7.900000000000000000e+01,3.510652527882943832e+04
8.000000000000000000e+01,3.511407137877149944e+04
8.100000000000000000e+01,3.512256250105376239e+04
8.200000000000000000e+01,3.513211267941886763e+04
8.300000000000000000e+01,3.514284851730443188e+04
8.400000000000000000e+01,3.515491025617279229e+04
8.500000000000000000e+01,3.516845284692088899e+04
8.600000000000000000e+01,3.518364699509283673e+04
8.700000000000000000e+01,3.520068014155501442e+04
8.800000000000000000e+01,3.521975732966497162e+04
8.900000000000000000e+01,3.524110189775885374e+04
9.000000000000000000e+01,3.526495592216758814e+04
9.100000000000000000e+01,3.529158032129165804e+04
9.200000000000000000e+01,3.532125451615823840e+04
9.300000000000000000e+01,3.535427552833671507e+04
9.400000000000000000e+01,3.539095638350515219e+04
