# day, deaths
0.000000000000000000e+00,2.632499545933740228e+04
1.000000000000000000e+00,2.632499545933740228e+04
2.000000000000000000e+00,2.635301396677576849e+04
3.000000000000000000e+00,2.639721746312609321e+04
4.000000000000000000e+00,2.645156191523949019e+04
5.000000000000000000e+00,2.651143003959145062e+04
6.000000000000000000e+00,2.657356315335417457e+04
7.000000000000000000e+00,2.663579498398068245e+04
8.000000000000000000e+00,2.669675859248871348e+04
9.000000000000000000e+00,2.675563842777951504e+04
1.000000000000000000e+01,2.681198438046452065e+04
1.100000000000000000e+01,2.686558142350056733e+04
1.200000000000000000e+01,2.691636193057896526e+04
1.300000000000000000e+01,2.696434828010719502e+04
1.400000000000000000e+01,2.700961599386161834e+04
1.500000000000000000e+01,2.705227041068184917e+04
1.600000000000000000e+01,2.709243211819889257e+04
1.700000000000000000e+01,2.713022797980686300e+04
1.800000000000000000e+01,2.716578570260389824e+04
1.900000000000000000e+01,2.719923062882690283e+04
2.000000000000000000e+01,2.723068391322546086e+04
2.100000000000000000e+01,2.726026155740296599e+04
2.200000000000000000e+01,2.728807396880847955e+04
2.300000000000000000e+01,2.731422583665630373e+04
2.400000000000000000e+01,2.733881619558787861e+04
2.500000000000000000e+01,2.736193859723406422e+04
2.600000000000000000e+01,2.738368134070398082e+04
2.700000000000000000e+01,2.740412773228820151e+04
2.800000000000000000e+01,2.742335635661773631e+04
2.900000000000000000e+01,2.744144134891783324e+04
3.000000000000000000e+01,2.745845266253597947e+04
3.100000000000000000e+01,2.747445632870534973e+04
3.200000000000000000e+01,2.748951470718070777e+04
3.300000000000000000e+01,2.750368672739940666e+04
3.400000000000000000e+01,2.751702812041396464e+04
3.500000000000000000e+01,2.752959164220517414e+04
3.600000000000000000e+01,2.754142728918339344e+04
3.700000000000000000e+01,2.755258250682216749e+04
3.800000000000000000e+01,2.756310239244194236e+04
3.900000000000000000e+01,2.757302989322022040e+04
4.000000000000000000e+01,2.758240600056416588e+04
4.100000000000000000e+01,2.759126994202045898e+04
4.200000000000000000e+01,2.759965937197081439e+04
4.300000000000000000e+01,2.760761056241807455e+04
4.400000000000000000e+01,2.761515859525473934e+04
4.500000000000000000e+01,2.762233755750232012e+04
4.600000000000000000e+01,2.762918074111219903e+04
4.700000000000000000e+01,2.763572084905891097e+04
4.800000000000000000e+01,2.764199020958881738e+04
4.900000000000000000e+01,2.764802100066369167e+04
5.000000000000000000e+01,2.765384548682047898e+04
5.100000000000000000e+01,2.765949627087801491e+04
5.200000000000000000e+01,2.766500656315566812e+04
5.300000000000000000e+01,2.767041047112946399e+04
5.400000000000000000e+01,2.767574331273182179e+04
5.500000000000000000e+01,2.768104195681624333e+04
5.600000000000000000e+01,2.768634519464558980e+04
5.700000000000000000e+01,2.769169414662461350e+04
5.800000000000000000e+01,2.769713270889019623e+04
5.900000000000000000e+01,2.770270804477630736e+04
6.000000000000000000e+01,2.770847112659819686e+04
6.100000000000000000e+01,2.771447733362674626e+04
6.200000000000000000e+01,2.772078711255042435e+04
6.300000000000000000e+01,2.772746670712402556e+04
6.400000000000000000e+01,2.773458896406241183e+04
6.500000000000000000e+01,2.774223422252071032e+04
6.600000000000000000e+01,2.775049129468159663e+04
6.700000000000000000e+01,2.775945854497695836e+04
6.800000000000000000e+01,2.776924507527054811e+04
6.900000000000000000e+01,2.777997202281154023e+04
7.000000000000000000e+01,2.779177397687159464e+04
7.100000000000000000e+01,2.780480051854837802e+04
7.200000000000000000e+01,2.781921788615001424e+04
7.300000000000000000e+01,2.783521076566953707e+04
7.400000000000000000e+01,2.785298420194091887e+04
7.500000000000000000e+01,2.787276562090970037e+04
7.600000000000000000e+01,2.789480694680710076e+04
7.700000000000000000e+01,2.791938678963252823e+04
7.800000000000000000e+01,2.794681266796257842e+04
7.900000000000000000e+01,2.797742321947315577e+04
8.000000000000000000e+01,2.801159033649918274e+04
8.100000000000000000e+01,2.804972114637104096e+04
8.200000000000000000e+01,2.809225973620310833e+04
8.300000000000000000e+01,2.813968849956491249e+04
8.400000000000000000e+01,2.819252895860326680e+04
8.500000000000000000e+01,2.825134189070459615e+04
8.600000000000000000e+01,2.831672656514593837e+04
8.700000000000000000e+01,2.838931887442418520e+04
8.800000000000000000e+01,2.846978812971402658e+04
8.900000000000000000e+01,2.855883228338204208e+04
