X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
1.755948348,1.016842924,0.577477982,0.360209637,0.589470702,0.911495539,1.058343864,0.877707072,0.500684512,0.280978401,0.298088805,0.246512439,0.156589657,0.111642341,0.059247883,0.032266688
0.920050569,7.806193838,1.686224953,0.486030886,0.318298395,0.77562658,1.106376373,1.098319263,0.897248776,0.387760034,0.244238135,0.216741852,0.165318324,0.109528165,0.048092276,0.034774086
0.445345569,2.805436242,12.04333137,1.402713683,0.603114223,0.546384628,0.784655745,1.031828712,1.182393616,0.654770831,0.341626473,0.170678928,0.104338459,0.101470263,0.068606726,0.049307415
0.243372876,0.653379129,4.422857623,14.36134227,2.241248917,1.120089152,0.833378324,1.035049206,1.170270367,1.05600985,0.543462835,0.224808334,0.099720702,0.062315745,0.032661849,0.021875567
0.417754803,0.385677239,0.560519646,3.867392597,5.467205474,2.457134317,1.504245463,1.213053074,1.00793382,1.129963349,0.751423202,0.395344308,0.126824689,0.049377775,0.047043146,0.035697377
0.836091237,0.537945336,0.358508691,1.269793545,2.886334689,4.09722384,2.220519925,1.580319841,1.240475364,0.994784644,0.909502824,0.481782607,0.18378827,0.062698781,0.026377206,0.021344222
0.884148505,1.347100034,1.090423615,0.706135299,1.35152793,2.201743085,3.002792672,2.002882325,1.43315369,1.032655275,0.762584879,0.51986697,0.237713319,0.087292814,0.041978423,0.032184378
0.774049975,1.346447001,1.174751344,0.93787879,0.872646514,1.552485598,1.882713297,2.628452026,1.860799415,1.129526678,0.757328903,0.399603035,0.231467527,0.13304431,0.067041816,0.023620411
0.487528443,0.962476963,1.235899498,1.352117507,1.012811984,1.267791515,1.603854105,1.706096857,2.195107416,1.342011476,0.876036518,0.31204769,0.182575795,0.10181533,0.058049134,0.027397549
0.307952773,0.714274461,0.879332562,1.672867431,0.936046944,1.002444522,1.159911798,1.272213064,1.272233593,1.436268216,0.827429241,0.365135635,0.132021194,0.061751907,0.050390512,0.047357971
0.372923562,0.719924518,1.05798522,1.329299366,1.028810787,1.267466482,1.104472901,1.010304944,1.266569661,1.277099451,1.141374892,0.579196078,0.18877747,0.069860733,0.047882723,0.04617064
0.656446862,0.899105184,0.786644237,0.951388827,0.767290646,1.169875882,1.170765271,0.847513125,0.87042048,0.725253359,0.794499576,0.773146629,0.309490627,0.13160958,0.052621094,0.041765563
0.617163457,0.621576825,0.445440822,0.551567278,0.462664837,0.655031387,0.737543004,0.736593865,0.53316487,0.412244108,0.388400539,0.426307337,0.434496945,0.20727012,0.092491587,0.031792601
0.421987608,0.641678769,0.529008453,0.292876614,0.322858565,0.407623204,0.584720611,0.59745956,0.49048869,0.241058915,0.240231912,0.287931062,0.261004562,0.369947106,0.121407413,0.043586251
0.177918788,0.519772776,0.461386727,0.424600768,0.160961986,0.290138952,0.262845356,0.453611527,0.450370504,0.352588838,0.259433312,0.193479979,0.262927848,0.231755376,0.281438613,0.116902249
0.315276697,0.442854991,0.640555269,0.542599534,0.181613354,0.182641617,0.2507732,0.392989901,0.416641883,0.38990937,0.367213802,0.196863407,0.107142065,0.167886822,0.113952136,0.128583035
