X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.47868515,0.505075608,0.298489221,0.157637485,0.262769587,0.401854623,0.46855027,0.425813538,0.215096102,0.085677103,0.087054634,0.075519312,0.051291748,0.023448324,0.007936442,0.010728463
0.35580205,0.778744822,0.513926862,0.211510688,0.085979661,0.283060272,0.499822183,0.528548926,0.412209468,0.158487278,0.07491245,0.076583389,0.04772343,0.025889615,0.01125956,0.010731517
0.259031145,0.63488713,1.361756178,0.500165152,0.117481912,0.102646127,0.241134583,0.472743716,0.540264175,0.267088186,0.110077233,0.04406045,0.027464093,0.028250333,0.020448719,0.012146646
0.142231922,0.243839319,0.537616379,1.053252053,0.287784964,0.109254529,0.065156402,0.243245399,0.390113339,0.413812775,0.231949087,0.075414713,0.034283981,0.021222568,0.010335734,0.008648586
0.273818857,0.15430529,0.160530623,0.510413395,0.951753661,0.358659399,0.092486723,0.047742694,0.158141969,0.365817386,0.255448115,0.133389646,0.034613446,0.010624584,0.008441987,0.008687821
0.594098018,0.26971847,0.106691458,0.183305238,0.395618931,0.819559473,0.263768651,0.06604084,0.03824556,0.115600043,0.232181631,0.153317877,0.073361469,0.023122554,0.004126465,0.010257782
0.638608894,0.757606056,0.431091557,0.099132932,0.139357886,0.320560624,0.657102768,0.254884541,0.106212898,0.043093195,0.068807836,0.099384582,0.090106909,0.022339016,0.011555556,0.00695246
0.562093484,0.873345437,0.755982436,0.331991363,0.07233271,0.086741713,0.202435827,0.600627137,0.177936006,0.063070455,0.044459261,0.040824469,0.062751326,0.040517621,0.017127773,0.005987207
0.35751289,0.662345823,0.771802081,0.54993616,0.173680991,0.073619137,0.130168518,0.199373268,0.465515579,0.154122626,0.061230409,0.018251405,0.042343809,0.04312892,0.016562667,0.011753584
0.208130997,0.415914523,0.565100143,0.677602405,0.381465041,0.141850009,0.06160354,0.129457013,0.164701662,0.411508413,0.145968038,0.044048073,0.023953157,0.017312953,0.014690591,0.02275339
0.304725477,0.267444422,0.416319615,0.465168879,0.417513651,0.285207724,0.139316187,0.076829448,0.11404965,0.161220956,0.338132662,0.1349378,0.037553957,0.01429426,0.013567631,0.02551792
0.527620044,0.527870107,0.336221167,0.430379341,0.36416323,0.426556723,0.337802011,0.134920436,0.079878404,0.157955683,0.203677273,0.331763854,0.122561263,0.055738074,0.012444604,0.021905638
0.537414722,0.507500673,0.322999405,0.307067037,0.213403144,0.274245126,0.328386569,0.260235151,0.132225477,0.072849011,0.119505838,0.163764013,0.255601229,0.092697028,0.024512838,0.00631762
0.379493764,0.553241024,0.474491562,0.247966376,0.192769245,0.206754844,0.326786701,0.395257294,0.307004296,0.100889919,0.102568389,0.130166414,0.123142099,0.240677081,0.054756677,0.014013683
0.163595544,0.485360653,0.405337234,0.315425386,0.068905181,0.156703275,0.128840621,0.279123809,0.256858315,0.201438557,0.124976472,0.07565566,0.103316859,0.088307886,0.156573213,0.057440655
0.295550387,0.398980354,0.602579823,0.500972402,0.137993777,0.117165932,0.14366306,0.316022976,0.346916518,0.309605108,0.312537081,0.14557295,0.060655538,0.106547719,0.063909241,0.09827735
